"PRODUCT -   Medium technology manufactures: automotive (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"ECONOMY",
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",1142178.295,1088001.437,1187045.96,961482.4250000001,896467.485,1373723.21,1553254.268,2835628.124,5238403.757,6421430.057,7428545.742,8377380.96,10237454.182,12107543.366,13601127.884,20727872.972,22554265.621,19919488.353,20353403.843,21179810.86,16963172.77,17569190.753,16440510.535
"CACM (Central American Common Market)","..",3.499,"..",5.877,"..",6.556,9.256,6.322,20.024,16.062,122.603,301.511,169.325,308.449,268.849,130.045,208.45,2146.889,2733.089,1897.783,2426.831,567.605,447.706
"CAN (Andean Community)","..","..","..",48.381,147.277,15.615,"..","..",0.176,51.405,350.102,600.456,63.317,37.036,15.95,307.674,18.391,343.1,284.71,159.986,302.983,283.065,130.466
"CARICOM (Caribbean Community)",610.081,14.853,16.697,"..",43.987,10.968,11.885,88.428,27.148,40.193,31.545,46.802,4.186,44.71,42.81,4.577,99.755,509.963,7733.852,4519.049,112.522,85.878,59.649
"CEFTA (Central European Free Trade Agreement)","_","_","_","_","_","_","_","_","_","_","_","_","_",138.528,114.076,76.339,161.461,238.888,269.737,706.564,881.809,4817.51,6245.3
"CEMAC (Economic and Monetary Community of Central Africa)","..","..","..",4.27,"..",2.315,0.721,"..","..",0.089,1.903,17.148,7.999,0.165,32.311,14.826,218.098,0.132,0.882,13.39,23.768,8.829000000000001,5.337
"CEN-SAD (Community of Sahel-Saharan States)",178.006,284.504,34.766,48.727,173.518,39.096,139.473,46.391,4536.845,222.255,184.084,1295.268,319.574,191.384,7646.541,2824.511,5977.687,1305.56,2808.539,4782.473,6923.821,3716.176,2676.308
"CEPGL (Economic Community of the Great Lakes Countries)","..","..","..","..","..","..","..",0.576,3.958,"..",12.586,89.279,4.021,"..","..","..",40.127,13.885,"..","..",20.972,"..",15.17
"CIS (Commonwealth of Independent States)",36632.611,42780.111,35586.548,10251.787,32758.83,22958.843,9501.502,37127.744,23687.321,15977.334,19485.923,17093.451,56605.997,53925.931,61131.448,36757.008,35865.194,32676.507,14045.702,11556.03,80347.633,176771.421,152601.292
"COMESA (Common Market for Eastern and Southern Africa)",100.977,52.274,59.424,27.788,35.81,71.276,26.573,36.911,4536.013,107.949,38.521,1208.431,278.536,2505.477,1653.274,261.685,2866.101,305.694,428.942,613.65,290.637,6172.964,3138.738
"EAC (East African Community)",0.724,27.348,14.063,0.722,0.828,5.528,8.382999999999999,23.103,106.063,7.478,22.467,109.307,57.941,65.00100000000001,24.787,20.425,24.541,23.873,2.473,10.309,61.521,11.534,160.228
"ECCAS (Economic Community of Central African States)","..","..","..",4.27,"..",2.315,0.721,0.576,3.958,0.089,14.489,106.427,12.02,0.165,32.311,14.826,258.225,14.017,0.882,13.39,44.74,8.84,82.492
"ECO (Economic Cooperation Organization)",7195.694,2413.571,3847.869,1261.029,248.646,175.67,7668.575,38562.508,46361.714,16771.105,25040.725,46503.32,31731.575,7808.22,5622.037,6295.058,12271.426,7036.055,8848.198,11331.703,12486.718,20273.755,24081.95
"ECOWAS (Economic Community of West African States)",177.386,284.504,26.265,44.457,171.49,34.575,138.066,16.576,7.656,36.071,168.287,81.45699999999999,63.016,171.923,6441.798,1119.827,4838.646,76.676,1908.757,3229.403,5438.819,3470.771,6094.066
"EFTA (European Free Trade Association)",269.118,857.432,1112.418,2829.514,1248.984,2139.127,912.518,5743.178,4840.965,4078.513,4573.321,6159.671,13131.318,31217.828,47817.582,67978.011,73104.807,92442.10000000001,116309.688,113633.354,85733.54700000001,93379.995,105857.411
"EU15 (European Union 15)",821367.9740000001,480947.828,713634.607,596250.193,418302.035,690591.99,1285659.517,2267872.754,4431041.322,3823803.55,3388981.319,5816099.981,7844794.369,9755774.987,10933056.563,22261734.132,31632470.821,33844554.967,35842626.069,43108618.331,29477046.706,31507370.986,36504973.154
"EU25 (European Union 25)",872086.767,509587.694,725327.6310000001,617199.246,483946.407,717931.842,1324448.419,2321549.461,4493243.138,3880836.687,3475187.355,6032213.711,8230920.467,10302545.747,11639153.08,23454970.81,33583289.65,35523623.002,37953167.532,45075109.264,30979680.854,33640415.851,38987580.231
"EU27 (European Union 27)",885028.767,519211.694,725799.7389999999,617621.246,484336.407,735447.852,1344511.884,2349948.461,4493259.604,3880944.145,3475524.897,6032855.821000001,8233117.751,10307145.912,11655196.656,23478246.002,33606155.959,35557297.765,37992865.653,45116722.669,31011908.778,33685036.691,39047060.142
"EU28 (European Union)",885028.767,519211.694,725799.7389999999,617621.246,484336.407,735447.852,1344516.438,2349965.785,4493259.604,3880953.276,3475727.411,6032905.301,8233150.682,10307205.556,11655226.546,23478297.518,33606159.905,35557306.108,37996169.153,45119051.102,31017520.278,33692949.867,39064267.24
"Euro area",804117.9030000001,437103.128,663673.194,520711.517,364803.799,636268.377,1197118.899,2154781.702,4236707.685,3616667.216,3148043.23,5479480.611,7290331.937,8974000.849,10332997.557,20360919.087,29354395.455,29548367.021,29705610.504,34565980.898,23717004.489,26690601.188,30606270.843
"FTAA (Free Trade Area of the Americas)",346652.525,330653.172,389013.421,156037.655,297301.065,484828.602,504481.108,687107.891,1168288.248,1094603.986,1217945.397,1860099.476,2471716.641,2217199.243,2142360.266,5107082.269,7658901.199,8020711.54,12138961.22,15752292.912,12766585.829,13245749.656,15222427.114
"G20 (Group of Twenty)",2382830.562,1920529.692,2257063.497,1700116.389,1650777.439,2555938.585,3360080.821,5839945.339,10903586.602,11259507.283,12085327.8,16099444.573,20769791.544,24363007.106,27103875.926,48906638.997,63381935.394,63097150.38,70017672.759,81298743.242,59930156.557,63333832.391,69815845.84199999
"G7 (Group of Seven)",1858445.024,1539458.286,2059190.944,1486016.481,1383052.378,2224319.58,2802598.214,4989382.848,8654321.878000001,8545576.300000001,8135044.163,11889297.43,16228120.42,19964085.843,21677828.703,40115967.005,50609239.048,51181148.866,54895277.675,65454862.058,47589571.742,51953387.556,58508497.905
"G-77 (Group of 77)",102663.749,144112.172,105103.683,62744.676,49653.39,71479.408,187745.13,204798.489,364553.149,429890.771,405908.321,448178.966,535662.545,513916.43,495646.441,782573.017,1135686.455,1290859.975,1790482.992,2055760.971,2326108.73,2523662.577,2346730.635
"G8 (Group of Eight)",1890518.024,1575830.163,2087622.358,1489366.706,1385480.186,2233817.257,2805683.68,4995275.639,8666573.025,8551687.518999999,8137644.995,11892195.689,16232033.204,19986952.484,21689556.031,40123639.58,50613615.978,51183917.053,54897211.13,65464872.347,47666769.171,52116348.714,58647285.322
"GCC (The Cooperation Council for the Arab States of the Gulf)",379.849,84.753,1784.884,2046.748,1974.676,714.104,841.395,10961.963,19505.432,34306.033,42943.549,36240.284,93890.50599999999,75672.374,57822.753,133423.839,286980.096,281404.714,622084.98,874857.258,1047529.197,848685.8320000001,914482.8050000001
"GSTP (Global System of Trade Preferences among Developing Countries)",315302.835,304609.047,168530.015,156889.572,153293.215,240239.449,397992.678,574056.166,1719411.12,2479412.407,3615523.876,3738640.665,3631868.141,3399094.669,4018925.967,6430642.944,8175365.969,7456793.252,9538343.518999999,10703824.401,9036251.789999999,7641536.295,5448242.976
"IGAD (Intergovernmental Authority on Development)",0.724,27.348,22.564,"..","..",5.367,8.242000000000001,19.042,101.652,106.586,0.915,1042.321,5.787,40.946,938.196,174.465,13.736,240.27,196.222,512.819,177.899,5871.449,2959.373
"LAIA (Latin American Integration Association)",69071.65700000001,86550.018,20240.933,12661.352,6449.597,16709.398,129376.464,117087.452,233004.592,130955.497,104537.71,261803.913,265653.892,228885.544,253632.02,667226.3639999999,918829.6899999999,980554.941,1651449.752,2208162.289,1506502.34,1195645.382,1256700.735
"LAS (League of Arab States)",382.469,86.753,1807.512,2046.748,1977.728,716.922,867.656,10994.217,24036.413,34532.449,43015.215,37499.869,94177.52,75708.393,59179.669,135421.929,288113.073,282672.697,623178.119,876417.564,1049231.443,850941.3050000001,924530.14
"MERCOSUR (Southern Common Market)",68900.65700000001,84472.053,20113.04,12289.603,4362.739,11294.488,121406.256,95741.75,184113.811,116713.095,52666.106,62100.297,46899.379,26380.115,16197.505,22124.327,27667.248,43730.025,38978.617,23482.136,75778.83500000001,21610.433,14836.419
"MRU (Mano River Union)",1.507,8.122999999999999,"..","..",170.402,"..","..","..","..",0.109,67.386,35.275,8.179,"..",3.629,10.493,3.283,9.853,152.248,100.816,103.557,1668.231,4301.328
"MSG (Melanesian Spearhead Group)","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2.62,"..",208.303,154.746,177.989,11184.659,401.914,395.461,177.798
"NAFTA (North American Free Trade Agreement)",277141.787,246162.767,368883.684,143668.685,292662.443,473500.975,383040.934,591255.6040000001,984126.198,977782.268,1164739.34,1797017.97,2417215.688,2168318.397,2097007.692,5080105.228,7630621.622,7972538.833,12088633.834,15720745.882,12687781.077,13223109.41,15205583.041
"OAS (Organization of American States)",346652.525,330653.172,389013.421,156037.655,297303.113,484828.602,504481.228,687110.36,1168288.248,1094603.986,1217945.397,1860099.476,2471716.641,2217199.243,2142360.266,5107082.269,7658901.199,8020711.54,12138961.22,15752293.263,12766586.604,13245749.656,15222449.26
"OECD (Organisation for Economic Cooperation and Development)",2268504.446,1789211.479,2206871.222,1684422.185,1642816.772,2511986.859,3211006.119,5706188.723,10658506.659,11071284.678,11962079.815,15948675.092,20645900.642,24305861.544,27100665.116,48837195.886,63216150.914,62821874.686,69724535.20200001,81135853.74,59652146.398,63012357.169,69478559.15700001
"OECS (Organisation of Eastern Caribbean States)","..","..","..","..","..",0.077,"..","..","..","..","..","..",2.048,5.605,41.845,4.192,65.649,66.40000000000001,10.16,7.358,94.76000000000001,5.018,41.965
"OIC (Organisation of Islamic Cooperation)",9372.669,7123.388,9753.758,7106.07,9157.383,15152.305,18633.766,65854.15300000001,99214.645,102355.374,133213.419,190839.635,232379.541,174088.877,144980.892,343616.583,476878.759,476381.509,803926.358,1099188.078,1330435.192,1139963.614,1195782.075
"OPEC (Organization of the Petroleum Exporting Countries)",501.753,89.84999999999999,1730.885,2053.688,1971.016,651.554,903.35,10180.817,17672.156,32885.514,39776.285,35604.157,91571.95200000001,66553.352,45366.414,94219.747,211694.363,217191.466,394182.98,838203.652,1043510.859,847915.605,878097.176
"SAARC (South Asian Association for Regional Cooperation)",527.292,678.654,1242.862,2399.053,1401.24,2197.664,3164.609,5467.759,18908.127,13930.292,14097.66,6417.453,15074.151,26282.414,24215.828,37780.06,104143.575,87560.507,131376.7,109474.703,79685.243,76707.008,83808.484
"SACU (Southern African Customs Union)",357.517,372.322,377.951,360.898,340.629,165.889,1001.45,630.697,25596.338,27064.212,14920.327,13919.322,11257.292,5010.685,7559.88,11748.177,27953.945,128859.651,143177.032,26375.063,7781.178,4684.635,7875.804
"SADC (Southern African Development Community)",429.657,372.322,386.969,361.62,355.335,176.019,1019.242,651.475,25619.718,27064.645,14953.151,14003.284,11598.771,7498.286,8393.407999999999,11835.798,30758.5,128868.761,143321.295,26401.006,7784.399,4755.648,7878.158
"TPP (Trans-Pacific Partnership)",1062214.141,1022908.695,1149992.806,873128.681,893706.422,1485682.995,1498904.272,2770578.071,4412060.116,4618189.897,4536716.354,5639540.861,7660728.155,9576948.991,10419981.577,16164680.929,16837103.875,15025348.301,14969819.739,15954487.739,12018712.95,14049808.473,15317714.651
"UNASUR (Union of South American Nations)",68900.65700000001,84472.053,20127.924,12337.984,4634.003,11320.994,121430.128,95841.81,184119.868,116764.714,53058.446,62766.791,54320.784,48407.626,44967.783,26841.413,27941.52,45229.256,39641.113,25123.856,76259.378,22007.203,16325.686
"WAEMU (West African Economic and Monetary Union)",1.507,272.417,26.265,44.457,171.49,0.445,137.783,2.346,3.14,34.56,137.211,79.95999999999999,1.905,169.15,150.485,1065.276,2249.611,18.02,1479.188,515.15,1201.291,1843.538,1822.901
"Northern America and Europe",1197488.045,806263.084,1131076.68,774176.678,809000.351,1228633.416,1730029.493,2961989.138,5454626.676,4864258.035,4612854.452,7653685.495,10500988.24,12379548.736,13652187.994,28021984.695,40449223.855,42719783.114,48602785.429,58782208.144,42441451.106,46009453.956,53282590.923
"Central Asia and Southern Asia",1952.362,1366.335,1449.097,2544.97,1567.579,2212.289,3245.913,6262.581,21325.297,14298.207,14468.188,7243.521,21579.048,27213.153,24828.371,38677.432,110149.99,88589.591,132505.065,110888.976,80488.474,84985.97900000001,95482.164
"Eastern Asia and South-eastern Asia",2406555.273,2202213.819,2461512.988,1941609.726,1425111.122,2010402.532,2326547.843,3955497.873,6939543.535,7962020.69,8907984.488,9612330.336999999,11479832.868,13571288.167,14976798.855,21782886.664,23379193.49,20744443.459,21346615.452,22259114.129,17923833.245,18537799.934,17393758.203
"Western Asia and Northern Africa",5979.187,1805.833,4576.874,2074.014,2120.035,729.826,7739.452,48761.903,67955.158,50922.935,67446.334,83124.26700000001,119087.343,82345.44,65034.03,141358.944,295328.207,289465.733,631319.371,887494.928,1061231.289,865403,946134.9250000001
"Africa",608.3869999999999,684.174,435.798,410.347,528.853,220.482,1166.957,718.294,30261.568,27294.11,15151.724,15405.666,11940.358,7729.433,17012.675,14853.736,36861.228,130416.378,146401.105,31679.216,14954.329,15948.507,17786.167
"America",346652.525,330653.172,389013.421,156037.655,297303.113,484828.602,504481.228,687110.36,1168288.248,1094603.986,1217945.397,1860099.476,2471716.641,2217199.243,2142360.266,5107082.269,7658901.224,8020711.54,12138961.22,15752293.263,12766586.771,13245749.666,15222449.26
"Asia",2414486.202,2205385.987,2467538.959,1946228.71,1428796.708,2013342.441,2337532.522,4010491.732,7024295.023,8027056.31,8989883.26,9701483.978,11620238.495,13680827.541,15065453.027,21961213.471,23783637.007,21121271.926,22109462.11,23255970.565,19064044.443,19486345.027,18434601.754
"Europe",920517.258,562178.282,762320.889,630806.252,518190.822,760531.736,1354945.87,2392061.714,4519390.192,3900666.183,3499603.006,6055738.245,8295099.002,10391675.353,11763791.695,23582263.892,33709477.234,35682284.114,38125812.133,45244495.257,31183909.347,33960004.498,39317355.884
"Oceania",2663.498,962.145,3194.629,4706.032,9286.929,1639.834,3495.846,5939.912,5656.519,8129.051,144203.83,15489.576,75882.732,21622.278,35269.179,64424.614,44257.836,45736.822,44904.618,41280.555,27166.526,16755.006,21670.143
