"PRODUCT -   Unclassified products (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"ECONOMY",
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"APTA (Asia-Pacific Trade Agreement)",139054.344,83255.171,36996.249,67456.148,17272.657,39362.203,42916.639,77361.179,120532.597,181604.351,210241.596,580179.1850000001,682739.392,2427673.915,1434354.507,2195264.6,4414624.78,5956765.363,3605921.312,2652806.326,2261302.083,825823.894,1958327.062
"ASEAN (Association of Southeast Asian Nations)",123114.094,81245.633,145282.85,71161.398,111896.71,115817.33,129513.048,328529.322,260221.498,503442.049,3624734.912,4508267.583,1361248.271,3070519.775,1101979.431,1010857.312,1637304.778,1321548.307,1043805.54,1523041.678,1375391.77,1132432.132,1192386.59
"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",293265.534,338673.342,452414.102,298895.326,461245.496,638769.682,699941.299,879805.382,1008640.271,1566946.595,4745052.179,5792587.408,3254029.159,5262074.316,2749839.399,3078543.584,3962461.363,3736935.006,3462401.77,4760526.22,4664360.731,3127107.002,4511688.582
"CACM (Central American Common Market)",267.725,168.303,198.408,209.304,5243.725,2663.491,4739.743,6373.456,4391.89,10723.4,17076.399,25492.015,6639.452,4719.329,113868.469,10217.898,8882.703,8329.214,11783.347,11629.639,13242.269,15702.671,12410.211
"CAN (Andean Community)",779.3490000000001,1748.663,3099.876,7799.614,3670.401,3066.481,3632.848,3071.954,8393.036,16841.628,31132.245,75741.28,303083.846,104000.845,72462.234,99276.62300000001,157761.303,184450.934,215006.967,223017.138,235243.08,180120.035,151932.229
"CARICOM (Caribbean Community)",195.165,132.69,283.282,411.137,767.174,3431.45,12242.721,11026.477,8515.121999999999,10516.148,11307.749,24829.819,52463.738,55568.278,13193.575,3126.465,60065.787,45073.363,54601.514,5096.13,3553.76,3196.612,3553.269
"CEFTA (Central European Free Trade Agreement)","_","_","_","_","_","_","_","_","_","_","_","_","_",53192.515,188299.599,177456.281,111723.434,106245.226,124559.793,396944.227,177194.181,387652.626,441251.435
"CEMAC (Economic and Monetary Community of Central Africa)",115.655,20.782,29.143,65.20999999999999,12.29,190.057,68.488,1236.358,888.008,927.85,1546.646,4170.431,14845.052,2432.261,2781.026,2250.005,3601.886,4202.937,2516.015,5213.337,3776.705,5261.393,3908.837
"CEN-SAD (Community of Sahel-Saharan States)",4962.08,6126.75,9334.959000000001,2671.009,3112.612,10287.172,87049.539,115776.911,54006.452,83734.345,118917.791,81440.52800000001,229926.821,70826.879,111830.84,101445.175,97766.409,79437.943,115745.608,117977.026,93226.253,125225.058,78104.81600000001
"CEPGL (Economic Community of the Great Lakes Countries)",31.132,1.295,3.386,0.525,10209.496,173.106,17.283,464.711,573.475,58.184,1754.367,1864.012,207.094,4020.08,941.533,1996.579,9241.169,7840.453,991.478,944.88,3117.677,2218.576,2383.033
"CIS (Commonwealth of Independent States)",4090.289,3454.389,50342.754,7169.403,11635.553,75262.64,8791.362999999999,7586.342,15178.367,29686.819,17271.485,42131.949,46910.071,200939.983,124447.949,232054.065,185987.956,119873.842,130201.411,165945.052,83139.33100000001,131803.06,143698.965
"COMESA (Common Market for Eastern and Southern Africa)",4033.785,3229.884,6587.318,5405.506,13761.549,12066.002,86344.34,108580.374,62281.526,113920.912,130760.862,131232.747,211661.599,45345.546,32958.751,40470,45816.994,59691.47,91747.412,159924.085,187201.738,62511.908,52125.097
"EAC (East African Community)",1918.984,4058.223,2331.95,119.225,326.008,5959.379,1246.832,2535.924,12276.274,9398.287,14424.803,16525.343,32366.532,11953.944,7383.457,10162.398,22458.493,25932.204,20535.295,11456.088,23423.273,11875.881,21493.125
"ECCAS (Economic Community of Central African States)",146.787,22.077,32.529,76.899,10221.786,391.099,87.718,2036.848,1745.371,1561.32,3809.525,6994.98,15596.559,8006.407,8838.991,7875.151,18140.369,30462.857,18800.278,67704.106,492528.949,8756.468999999999,8298.697
"ECO (Economic Cooperation Organization)",1164.996,2394.262,66886.041,6782.749,20623.683,75271.54700000001,28103.846,63785.443,38995.554,51955.313,64693.637,145130.72,161619.419,361972.955,136069.433,370605.992,319811.586,433189.725,104301.785,541120.968,275624.528,227232.125,99554.064
"ECOWAS (Economic Community of West African States)",4574.159,4982.741,5795.823,1745.708,2293.273,9135.964,9655.029000000001,4503.557,5976.495,9542.83,20384.486,13861.808,61533.338,42260.093,74953.015,30585.302,63673.302,46558.35,59348.194,72752.26,44478.858,79717.29300000001,52020.991
"EFTA (European Free Trade Association)",7025.748,6633.38,6693.961,9212.554,11993.293,11034.385,12248.387,13636.878,24086.573,40973.343,42765.738,60136.032,43733.774,104732.688,54794.891,98240.374,114055.165,156800.616,96784.895,69987.344,92469.424,72964.894,171083.556
"EU15 (European Union 15)",275922.353,223583.003,217323.385,233422.674,162274.628,728683.723,520186.659,649569.3590000001,930283.235,1283638.638,1865264.527,1956590.664,3558517.162,3110618.908,12610017.741,3893760.259,4160829.314,3519906.808,3449134.092,3752964.94,3301221.415,4003860.08,3368721.932
"EU25 (European Union 25)",296007.287,241711.787,235987.011,262145.733,191794.227,736943.8490000001,540175.195,662878.776,946206.081,1309344.026,2101703.138,2085772.888,3709356.761,3419765.088,12898823.452,4142017.272,4274939.658,3664827.638,3566972.147,3867526.428,3420571.094,4111532.988,3466716.339
"EU27 (European Union 27)",296229.287,241904.439,237194.721,263455.327,193079.024,737962.29,542162.111,666514.111,953410.066,1319238.598,2114038.87,2092968.587,3723688.769,3448662.474,12921712.695,4167085.275,4299727.521,3683218.864,3587775.186,3887650.336,3440752.454,4133968.786,3493303.964
"EU28 (European Union)",296277.192,241925.583,237280.951,263775.312,193178.453,738196.839,542422.449,667240.021,953952.4889999999,1320086.28,2115800.11,2095038.819,3727716.694,3452995.303,12926250.316,4171424.192,4304285.881,3687272.16,3589481.147,3890045.917,3442842.781,4136207.822,3496020.263
"Euro area",249013.74,201420.822,97737.69100000001,112052.596,113353.236,550717.344,277302.27,370493.012,597084.967,825053.841,1229636.868,1226226.227,2558623.343,2048696.394,1537655.566,2644471.885,2937329.936,2386240.704,2517617.147,2776815.464,2358812.386,2937374.738,2492874.485
"FTAA (Free Trade Area of the Americas)",568635.519,695324.566,881503.209,1194404.471,1508574.89,1881515.139,1978736.315,2499787.271,3084307.943,4202243.487,5255259.273,6309889.913,13106565.447,7777231.847,6904138.046,7742657.871,8592553.403999999,9768015.373,10018461.058,9937446.027000001,11706573.458,11057360.363,13091686.235
"G20 (Group of Twenty)",1094549.301,1236906.915,1522774.061,1769157.265,2096554.88,3233067.47,3181269.581,3895825.706,5029567.019,6824183.964,8891594.470000001,10369747.652,19307362.683,16566063.7,22616012.738,16630307.399,19658313.623,21698301.91,18555680.614,19062192.063,19939881.291,18790198.043,20908084.929
"G7 (Group of Seven)",965397.866,1112359.716,1303588.246,1530272.704,1873246.587,2673251.479,2749777.165,3172780.22,4175709.363,5495751.932,6845639.072,7950971.754,9838337.579,10581602.961,19143273.199,11163372.252,11667283.323,11715497.954,11734923.359,11838530.143,13080568.555,13758880.109,14148628.732
"G-77 (Group of 77)",316119.733,227027.558,343318.083,246619.652,251592.15,448508.604,648633.681,979717.428,964756.014,1488301.148,4235015.357,5677337.099,5365162.854,6036085.652,3209120.709,4107012.866,7148461.509,8849494.468,5999979.887,5568403.359,5241288.944,2932360.842,3950368.653
"G8 (Group of Eight)",968836.281,1115000.847,1351604.654,1536031.473,1879880.304,2674997.869,2752205.487,3176947.333,4183422.535,5520794.947,6856000.573,7969986.862,9870836.811000001,10650486.211,19215678.11,11296542.839,11791414.164,11797016.768,11810025.745,11923032.158,13129210.934,13854210.021,14252378.23
"GCC (The Cooperation Council for the Arab States of the Gulf)",8504.120000000001,7448.998,40549.736,51057.44,13040.019,205886.416,228373.025,260940.664,437050.046,577083.838,23884.585,31353.168,41047.286,73894.098,118664.17,171227.013,83069.726,147570.497,67398.85000000001,80556.39900000001,89590.611,123451.328,97799.22199999999
"GSTP (Global System of Trade Preferences among Developing Countries)",285662.473,207939.032,317950.848,225197.464,258997.663,317787.628,358485.663,767627.262,590575.142,1216725.979,4524574.449,5932451.077,8642640.569,6149458.079,3139143.331,4474725.324,7478386.265,9172642.474,6424533.556,5280050.742,5231045.167,4446707.041,5628113.858
"IGAD (Intergovernmental Authority on Development)",1906.424,1731.339,2210.736,470.99,2731.826,6922.034,6716.761,33319.418,18244.97,52264.748,78986.655,67289.997,104002.086,11627.28,11406.27,11157.294,15556.802,29529.982,34208.067,113176.789,150544.595,26311.114,19750.266
"LAIA (Latin American Integration Association)",16838.115,29642.257,57396.076,74455.394,93879.942,137993.066,69143.136,181687.568,160905.051,441734.659,522040.578,716071.113,6556928.378,921006.244,823227.155,1249996.887,1728931.877,2453821.182,2446377.552,2549623.357,2999416.588,2531905.9,3715770.939
"LAS (League of Arab States)",11127.828,13205.273,46370.63,74666.66,52064.112,228639.429,390755.614,458951.481,505351.18,714668.777,204275.582,166616.792,245845.892,183370.293,205568.628,294388.921,167019.455,244969.614,195963.563,184244.916,212156.642,245136.302,209191.048
"MERCOSUR (Southern Common Market)",2118.511,10640.058,5168.214,8311.781000000001,3971.83,4753.864,8063.948,2996.285,3595.13,5041.507,5784.24,15368.32,2339386.342,53383.473,77936.49400000001,106912.385,307020.804,521636.51,545991.119,88936.553,72063.91,67865.537,94418.51
"MRU (Mano River Union)",501.11,109.486,135.227,193.931,79.493,338.876,169.743,387.296,1260.377,1001.352,843.592,1912.494,25237.872,6950.741,8819.375,2732.886,1240.704,2168.753,10758.449,3429.835,3230.53,4798.582,3358.669
"MSG (Melanesian Spearhead Group)",24,22,75.31699999999999,65.752,140.113,128.378,176.572,136.972,1065.487,704.327,182.207,1141.669,2327.585,682.345,1752.631,2223.171,4832.217,12435.568,24948.238,33603.825,21663.01,7727.408,8507.735000000001
"NAFTA (North American Free Trade Agreement)",564136.628,681998.795,871694.7610000001,1176275.497,1493482.148,1866554.412,1948848.42,2474517.366,3056177.895,4153982.427,5181601.527,6153043.038,10364111.462,7549055.392,6619207.454,7511232.615,8038667.536,8988627.48,9167717.635,9581117.065,11354592.509,10764835.752,12792926.337
"OAS (Organization of American States)",568663.2560000001,695324.566,881773.374,1194718.865,1508711.749,1881680.485,1979020.236,2514090.086,3085273.356,4203231.628,5255647.682,6312728.242,13107322.632,7779056.588000001,6904680.814,7744583.785,8593557.546,9769242.762,10019384.633,9938228.107000001,11707812.353,11058763.449,13093429.931
"OECD (Organisation for Economic Cooperation and Development)",1059216.858,1206559.568,1443038.33,1696728.596,2080575.557,3207280.708,3145001.503,3849457.77,4951761.088000001,6747532.01,8753785.616,10022978.772,16556781.268,14306493.175,21267765.862,14550870.229,15545292.686,16148428.893,14938280.641,16400761.849,17759378.755,17958308.942,19049404.059
"OECS (Organisation of Eastern Caribbean States)",57.687,5.708,22.244,21.362,40.856,84.54300000000001,52.349,63.853,86.276,114.59,96.229,592.797,757.523,902.419,621.504,582.514,661.894,365.071,188.407,434.663,173.203,288.085,405.19
"OIC (Organisation of Islamic Cooperation)",73701.67200000001,81392.09,174028.66,112144.521,127197.638,378082.529,544796.714,815359.78,776795.749,1057521.124,628206.308,891507.25,1031370.022,2650768.85,585654.091,904169.226,786605.164,1029962.163,618915.1629999999,1246104.854,795047.9300000001,824178.473,757866.611
"OPEC (Organization of the Petroleum Exporting Countries)",3961.405,7212.122,104684.444,58073.328,33344.949,190624.252,254174.852,358126.41,483894.336,641198.681,133499.872,177259.641,147619.216,99294.63000000001,202275.297,457978.473,550206.2879999999,649062.809,603228.906,232687.626,656964.9520000001,238764.983,187409.527
"SAARC (South Asian Association for Regional Cooperation)",159615.45,97653.40700000001,56943.595,60528.09,14856.393,14006.67,14671.212,43914.219,36607.454,41376.092,99962.205,409772.09,478263.799,2046856.464,1099966.864,1893539.919,3756322.131,5469445.465,2700573.199,1377285.619,840962.7020000001,708344.1260000001,550302.411
"SACU (Southern African Customs Union)",7567.608,7728.017,7348.58,8033.195,7438.948,3576.707,9090.058999999999,6664.674,11917.315,13876.84,41811.025,87486.281,85635.61900000001,83665.74400000001,56247.374,73834.785,104385.388,178810.338,238406.12,236844.931,276237.609,286984.228,298810.031
"SADC (Southern African Development Community)",9573.31,10650.657,11102.53,12615.588,18260.069,8477.409,19510.318,9072.411,21027.095,47273.96,75520.825,123309.943,119387.217,104526.441,71737.87,91320.788,131932.744,219379.769,270110.468,315594.942,794046.458,308527.564,335506.111
"TPP (Trans-Pacific Partnership)",286307.88,390806.228,476071.313,381948.949,587901.748,856933.72,848346.429,1207000.676,1368555.811,2175639.379,5628396.072,6933753.284,7934114.049,6950818.321000001,3558380.945,4957433.1,5737599.009,6413991.885,4866713.523,6187079.797,6566355.994,6356604.896,7043175.41
"UNASUR (Union of South American Nations)",4001.769,13029.355,9368.424999999999,17525.5,9370.204,11685.309,23720.109,15936.169,22897.491,35458.517,53597.765,112270.548,2664905.892,189172.582,155779.005,215284.588,478647.331,720875.725,777752.344,331723.741,325505.238,266120.318,272344.594
"WAEMU (West African Economic and Monetary Union)",112.25,144.035,162.233,320.977,1127.962,268.755,2426.66,292.065,1405.169,1673.901,2794.555,2733.612,39321.053,26474.621,11344.899,6498.187,4053.343,7960.584,14445.304,6080.793,7544.61,5056.741,5850.009
"Northern America and Europe",859104.7560000001,917869.357,1118546.406,1400554.914,1622976.27,2498472.828,2458190.872,3004524.615,3903070.916,5132308.015,6878810.524,7729990.712,10332602.498,10504492.213,19235852.799,11140842.843,11471241.503,11312172.51,11402945.754,11821218.809,12460453.647,13212381.842,13587424.477
"Central Asia and Southern Asia",160253.545,98284.621,121672.93,66676.007,34500.378,87150.698,41540.64,98754.395,72521.32000000001,87688.568,148850.261,532963.472,487383.583,2145599.111,1115119.9,2132776.017,3982056.032,5489622.906,2746487.845,1449844.409,870110.213,733220.122,576706.797
"Eastern Asia and South-eastern Asia",1320136.318,1533276.277,1716759.959,1466235.344,1692765.743,1820708.434,1909929.864,2184926.143,2648971.633,3179823.544,6530465.673,7919225.721,5778239.108,7949947.207,5267786.452,6125493.255,9802500.298,21784685.623,23554825.759,20147029.83,13493803.807,11115257.897,10081116.508
"Western Asia and Northern Africa",11584.265,13718.583,47044.914,75534.55899999999,56133.33,230536.484,394136.596,456035.948,509655.611,731315.02,220034.551,187915.577,277046.34,414674.296,284012.267,369327.417,229299.047,310849.099,262082.59,283126.083,295428.857,314837.093,291005.859
"Africa",16626.39,18529.077,21483.657,15452.653,23918.257,25988.036,110295.231,131168.315,83965.026,142139.48,205937.9,244350.077,428972.279,192211.611,196686.208,208294.463,255626.111,338568.73,430260.744,555813.835,1044500.769,470938.065,441147.703
"America",568690.255,695341.822,881803.912,1194732.736,1508736.376,1881850.705,1979497.4,2514280.313,3085545.979,4203667.182,5263400.746,6315074.034,13110607.716,7785057.569,6909345.343,7747269.603,8597160.978,9769551.142999999,10020911.252,9940691.617000001,11712039.072,11060502.578,13095928.326
"Asia",1491520.216,1644107.606,1882526.067,1607584.217,1782571.348,2137390.447,2268029.054,2632267.033,3182842.464,3923864.473,6802090.678,8576028.903000001,6381776.46,10480275.452,6628947.631,8556015.419,13979673.807,27549421.906,26498151.979,21829228.134,14606074.52,12111405.13,10917502.484
"Europe",307762.814,252478.362,294652.022,280899.039,214136.326,760877.816,565307.746,690019.771,991886.978,1392349.052,2174014.207,2184238.389,3841895.49,3707184.724,13281285.88,4660062.392,4677060.83,4051504.16,3897756.718,4449777.114,3769414.024,4705761.483,4228962.889
"Oceania",20585.467,17911.114,20294.659,20236.96,32596.514,87592.469,88036.037,174956.824,216856.185,219351.048,350061.771,482494.966,671753.585,1014451.151,192796.008,1136421.483,1123333.076,1239293.855,354389.801,1037013.305,842328.7290000001,944100.7510000001,353975.762
