"PRODUCT -   Medium technology manufactures: process (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"ECONOMY",
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"Southern Asia excluding India",33640.185,19190.061,20582.844,16902.64,40440.091,106606.717,220237.092,227963.404,184625.236,202373.298,321232.985,376875.924,477706.898,657963.121,953170.542,2767417.522,3526067.742,3074804.231,3486978.409,3746655.803,3821040.607,3601346.826,4902358.69
"Eastern, Southern and South-Eastern Asia",13544619.777,13664279.392,14796953.674,13269912.58,13765012.675,17134407.67,16429983.189,18840567.443,23711408.864,31445996.342,36601529.52,41337487.219,46342797.513,46675638.005,44527536.172,60394743.613,69116439.558,65341042.226,66739671.658,64379071.187,56464896.181,54085683.594,61002143.34
"Eastern and South-Eastern Asia excluding China",13474531.239,13618416.089,14734307.364,13225156.56,13668401.634,16911742.608,16045415.422,18366968.44,23207353.432,30667151.98,35612200.603,40130170.553,45150117.21,45475842.566,42767217.015,56185414.786,63862667.048,60862532.991,61683134.155,59637260.224,51841784.098,49594034.348,54792433.995
"ACP (African, Caribbean and Pacific Group of States)",56638.323,59857.304,61528.164,55368.889,54305.414,63260.312,65224.967,37830.424,92190.853,143184.963,140782.455,261432.958,804785.064,676815.228,1032665.276,1219497.09,1532913.966,1195485.955,1411716.247,1453715.439,1552892.704,1439336.416,1174592.744
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",233.53,526.826,351.347,356.501,141.973,142.793,194.078,77.892,417.254,592.732,3512.233,2935.535,2826.849,5633.161,3648.396,9467.638000000001,24489.406,19813.161,22567.538,29869.869,21555.714,31636.366,26986.719
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",95.619,307.079,54.38,79.731,19.894,880.101,2443.378,2378.461,291.583,88.163,341.808,7051.668,12713.6,3009.117,33400.181,68389.166,33339.222,41527.553,42275.598,98727.507,63944.552,60335.468,125170.454
"ACP (African, Caribbean and Pacific Group of States): Islands states",189.073,522.119,146.205,243.355,846.157,120.008,550.83,1945.965,1227.897,10378.214,20094.585,60206.33,122825.942,76295.973,33799.403,27201.872,120108.955,223908.754,95674.851,13390.481,6040.484,22505.365,24964.613
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",5183.052,1987.248,1281.88,258.818,4413.743,6637.753,10052.224,37026.273,60449.088,160664.782,226309.957,58598.766,322898.319,94034.175,235849.035,283826.573,153918.64,105782.722,27288.866,72936.991,47489.984,29257.006,45044.304
"AMU (Arab Maghreb Union)",66758.25,20972.6,49819.324,77844.43300000001,46593.185,20576.777,40071.748,33619.279,54198.271,63581.879,69588.527,87694.333,31808.929,113394.544,133626.951,120162.566,34189.26,141543.143,52590.091,69592.425,39955.411,20841.518,24098.978
"APEC (Asia-Pacific Economic Cooperation)",20387962.81,20345704.458,21488559.105,19296312.723,20523655.849,24324552.86,23647715.097,27295913.458,33850592.373,44599608.436,52061131.724,59605739.245,67657474.22,70296778.611,66193107.741,84510815.737,95097836.161,89694675.89399999,89566055.866,86883098.296,76661184.78,74933513.833,83681595.837
"APTA (Asia-Pacific Trade Agreement)",2599113.48,2802510.564,3263132.405,2909023.058,3040539.156,3920083.999,3958078.439,4434002.582,5422806.253,7836126.123,9561837.039000001,10848730.161,11891089.429,13114337.369,13341871.019,16897721.569,19214555.53,17612702.938,18492468.542,16483013.755,14879999.439,14933309.638,16951028.616
"ASEAN (Association of Southeast Asian Nations)",772621.419,781069.655,1032833.907,1069260.465,1246507.004,1829866.554,2169846.692,3033427.028,4306861.447,5205179.071000001,6142087.084,7425266.892,8118566.339,7687981.205,7739270.314,11811731.029,14862781.078,15069309.736,16638990.519,18129309.806,15168224.959,14956299.857,18187449.232
"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",6393384.136,6597731.745,7416337.515,7011049.091,7723237.905,9895414.715,10358100.65,12478569.176,15538662.117,20216384.644,23904465.312,28108795.114,30979269.542,32872079.747,32548524.49,42808446.785,49208967.593,46703781.764,47721930.536,47265209.187,41433692.191,41990153.089,49077587.878
"CACM (Central American Common Market)",6.585,28.192,24.29,6.872,24.546,159.362,93.79300000000001,252.254,574.4740000000001,1962.055,3647.74,2803.353,4992.78,7199.186,6026.941,12182.975,16159.561,11498.747,14969.736,13846.499,63176.903,52680.482,23174.677
"CAN (Andean Community)",9189.701999999999,3960.437,8380.225,1554.616,1841.714,2136.199,2524.867,9631.299999999999,45890.738,90703.936,158217.62,227994.811,506793.837,235858.256,378567.97,405394.831,379329.139,446673.014,378626.4,220609.957,244344.11,108031.893,184073.993
"CARICOM (Caribbean Community)",111.94,514.432,11.326,4.902,752.244,57.133,30.031,1372.839,130.971,361.591,193.337,249.62,6508.608,2391.564,32429.122,25305.253,29600.869,5617.776,3590.241,4482.091,3071.348,8284.319,8046.384
"CEFTA (Central European Free Trade Agreement)","_","_","_","_","_","_","_","_","_","_","_","_","_",2862.531,1859.569,86629.378,123274.846,158075.641,106748.925,85957.38099999999,137991.599,36807.217,45803.898
"CEMAC (Economic and Monetary Community of Central Africa)",26.152,271.936,"..","..","..",2.725,4.936,0.872,"..",635.979,2671.546,2030.474,2372.398,2891.444,1468.543,502.885,482.546,181.07,166.948,2621.124,1217.447,1097.565,9749.960999999999
"CEN-SAD (Community of Sahel-Saharan States)",66929.59,21452.494,50388.047,80161.546,46918.717,23864.308,42122.346,37087.293,60796.458,77970.128,97367.16800000001,104619.016,58286.748,197733.686,247495.647,192121.23,110245.128,180702.439,97072.145,101416.709,76307.914,69280.606,106114.378
"CEPGL (Economic Community of the Great Lakes Countries)","..","..","..","..","..","..","..",7.082,"..","..",2279.365,210.354,1.653,0.576,"..",799.061,9182.814,3292.901,383.637,38.469,0.242,0.412,57.729
"CIS (Commonwealth of Independent States)",1692715.843,1997122.254,1657104.732,1149273.947,1478136.363,1479007.496,1329888.032,1350165.712,1474036.192,1961134.583,2254757.194,2516953.853,2662689.453,3176187.337,2779438.397,2468001.196,3169303.933,3569444.363,2494245.455,2529957.902,2401793.399,2205542.759,2683266.72
"COMESA (Common Market for Eastern and Southern Africa)",27474.048,21138.386,5875.791,2349.724,355.405,4349.836,4292.684,4766.485,14518.89,34916.962,60178.907,46871.593,28369.009,60631.054,150556.971,157600.07,95139.644,101546.899,85719.304,128233.397,91319.607,95570.099,179526.756
"EAC (East African Community)",2.289,18.986,"..",242.604,4.667,16.044,5.664,29.676,77.867,351.743,902.133,1426.151,1933.475,3027.409,2849.923,5233.117,9676.589,11880.978,14097.814,14631.371,13023.109,14265.146,12607.07
"ECCAS (Economic Community of Central African States)",26.152,331.936,227,"..","..",2.725,4.936,7.954,"..",635.979,4950.911,2240.828,2374.051,2892.133,1468.543,1301.946,9665.360000000001,3473.971,550.585,2659.593,1217.689,1097.977,9807.690000000001
"ECO (Economic Cooperation Organization)",122807.184,156204.893,55791.275,34452.287,55434.242,161093.532,351479.761,332492.665,435401.757,460102.652,525396.467,558435.325,769349.6750000001,1004870.752,1515867.132,3283577.124,4382481.832,4251897.648,4061806.609,4208735.392,4319542.922,4462781.114,6157303.808
"ECOWAS (Economic Community of West African States)",136.074,33.116,144.079,176.041,52.048,112.801,172.992,2126.028,417.776,630.043,4702.409,1903.639,11067.873,26535.735,11506.678,23130.742,32724.61,17864.109,11075.663,14654.58,16772.996,18657.591,32502.878
"EFTA (European Free Trade Association)",24303.508,26027.003,32321.672,41468.669,54320.927,57391.328,78682.03,74052.766,96426.77099999999,119260.339,140617.151,138733.562,217758.735,223128.143,190250.679,293048.523,419953.029,264318.727,282164.077,286617.261,294420.119,329983.735,403976.772
"EU15 (European Union 15)",1106969.882,948651.3639999999,1163238.118,1195298.859,1265385.466,1476400.739,1726292.439,2222385.613,3297663.255,4404487.102,5374340.359,6715468.643,8773416.488,9730126.698999999,9136459.222999999,10860807.554,12147701.141,11262242.509,12707405.318,13533038.664,11642876.807,11724365.151,13292375.432
"EU25 (European Union 25)",1112725.206,957297.839,1166433.38,1198537.567,1272032.209,1486635.523,1736753.377,2246662.402,3340319.006,4493662.243,5455618.153,6798616.741,8888881.169,9865604.595000001,9379082.732000001,11162842.313,12492734.245,11592636.023,13003377.908,13961748.824,11952761.082,12028636.845,13636014.262
"EU27 (European Union 27)",1194569.206,997017.287,1184924.093,1200925.422,1276048.653,1489527.746,1743755.715,2249245.942,3369050.881,4514556.935,5477192.64,6815206.189,8904582.923,9885620.378000001,9433755.625,11227053.969,12533841.341,11653116.503,13065155.868,14033154.55,12010945.842,12080648.354,13687044.739
"EU28 (European Union)",1213910.722,1018901.273,1189304.803,1200947.828,1276048.653,1489530.685,1743760.99,2249390.197,3369137.09,4517798.443,5478212.179,6818142.052,8908173.517999999,9887323.17,9437962.281,11230888.633,12542892.52,11654514.903,13066200.53,14034577.689,12016203.973,12083075.344,13688838.201
"Euro area",1036859.407,891254.845,1058469.76,1078515.152,1150833.857,1318649.116,1571575.86,2000487.083,2961700.037,3986985.982,4907671.034,6098277.059,7988497.723,8687704.888,8334593.006,9882836.583000001,11081277.993,10092072.547,11492603.433,12199171.503,10391044.608,10548753.982,12024103.334
"FTAA (Free Trade Area of the Americas)",2549641.031,2159656.055,2423297.209,2332859.15,2354368.698,2056004.116,2212853.802,2665433.426,3792262.321,5154368.901,6557153.768,7301537.473,10010444.017,10743637.53,11351393.026,12434990.466,14098150.009,12957033.772,13415164.766,13341593.818,12839989.034,12210892.893,13787269.097
"G20 (Group of Twenty)",11204056.726,10937353.789,11670253.534,10639065.127,11748246.629,14045051.663,15262953.778,17369196.68,21784731.329,29269126.919,35456578.624,41345815.482,48464234.004,53608471.138,52331905.74,65189432.344,75527598.302,69745141.877,69873770.726,68669214.17,61055646.738,62059073.286,70967861.278
"G7 (Group of Seven)",6276417.594,5656506.48,6103723.462,6014662.162,6587036.662,7166580.829,7597085.997,9087177.186000001,11233356.425,15326828.758,18159454.42,21840660.031,26337993.498,28973885.771,27338859.036,33249383.954,37083673.994,33683177.182,34017401.925,34577447.041,31438444.781,31972070.663,36702987.054
"G-77 (Group of 77)",1577423.243,1302619.66,1654361.1,1636626.034,1945585.224,3264501.432,4438850.255,5289305.1,7182445.816,9144107.171,11722442.239,13537326.033,15856486.079,16089759.89,18224305.867,27476432.978,36598612.05,36763110.902,35796627.479,36850608.078,33019018.761,31920617.755,38847647.865
"G8 (Group of Eight)",7632771.594,7194686.335,7337907.834,6745700.239,7591337.947,8237376.732,8536933.119000001,10072958.013,12187177.897,16649821.066,19787588.197,23882847.626,28331122.64,31321347.069,29029355.338,34955118.098,38947342.349,35791929.464,35614152.58,36087624.888,32636859.886,33004853.525,37840569.388
"GCC (The Cooperation Council for the Arab States of the Gulf)",508904.668,310009.751,300556.154,258719.586,393512.249,979863.983,1616657.858,1444939.877,1600171.991,2314335.096,3540438.1,3787557.15,4260257.664,5111093.959,5163811.484,8165765.843,12704733.278,13744630.185,10943859.043,10813793.345,9890846.993000001,9811097.02,11582861.471
"GSTP (Global System of Trade Preferences among Developing Countries)",3568188.109,3761962.297,4577225.598,4249295.777,4463155.044,6043620.592,6576578.807,8062602.107,10794335.264,13952597.225,17069485.033,19566420.646,21998382.504,22868421.351,24798858.22,33582863.201,39766851.78,37965806.921,40428403.25,39992473.919,35420386.072,34718931.035,41652288.674
"IGAD (Intergovernmental Authority on Development)",7.965,142.096,52.674,127.853,4.056,4.8,20.108,10.302,29.861,179.364,205.631,892.162,855.673,1457.85,1222.762,3820.629,3766.023,8033.419,8959.844999999999,9810.441999999999,13087.147,11211.692,13047.197
"LAIA (Latin American Integration Association)",106443.245,142946.158,207980.361,172682.788,85153.792,160825.653,172975.671,310957.332,794827.4740000001,600035.595,934054.4350000001,791053.801,1427064.012,1148833.222,2383272.217,1769983.98,1908688.131,1901714.98,1616785.742,1442543.962,1514576.054,1192144.739,1482671.298
"LAS (League of Arab States)",587661.018,357110.342,365135.255,354659.24,458699.882,1032737.694,1683940.599,1507462.999,1681300.552,2413828.684,3654300.156,3916575.111,4376077.241,5400564.249,5479069.985,8478663.224,13025960.742,14150320.941,11169988.725,11137653.985,10190976.256,9997942.362,11835232.645
"MERCOSUR (Southern Common Market)",67493.912,42260.612,112931.907,99205.64900000001,75930.413,98746.109,107562.362,194393.259,489024.248,453472.546,568058.426,457198.17,815167.119,746312.725,1685713.227,1128819.181,1304736.348,1202317.18,956580.981,979250.8149999999,1050939.347,806906.79,953266.67
"MRU (Mano River Union)",32.989,"..",77.484,"..","..","..",18.168,"..","..",0.951,0.193,1.675,"..","..",0.155,1.383,56.151,97.339,119.195,163.426,68.858,199.303,604.423
"MSG (Melanesian Spearhead Group)",0.89,"..",2,52.089,1,1.404,13.39,99.369,1.285,3.8,2.943,241.721,27.711,25.733,5.889,39.898,57.79,46.288,94.84699999999999,154.95,219.271,336.526,292.935
"NAFTA (North American Free Trade Agreement)",2471338.216,2112631.008,2301743.024,2228084.646,2270958.016,1947498.461,2092954.189,2450259.934,3230756.761,4597426.709,5789583.695,6547321.833,8556283.993000001,9633976.716,9211882.607999999,10792136.046,12255465.886,11042173.013,11919150.14,12078649.006,11435373.521,11207834.137,12579998.773
"OAS (Organization of American States)",2549676.986,2159656.055,2423364.176,2333043.649,2354385.958,2056040.114,2212899.69,2665449.992,3792751.905,5156008.174,6557314.943,7301790.968,10010866.763,10744105.862,11351790.572,12435768.153,14099210.54,12957648.079,13416668.923,13342926.768,12840752.192,12211186.904,13787732.881
"OECD (Organisation for Economic Cooperation and Development)",9293254.947000001,8983222.832,9993393.880000001,9519103.247,10229895.655,11815450.674,12467052.522,14624461.82,18507176.286,24731663.253,29536345.658,34567648.075,40970783.03,45467296.398,44078564.763,54075271.735,60586025.572,55377657.057,57147934.405,56261559.113,50730247.004,51320742.125,58205879.166
"OECS (Organisation of Eastern Caribbean States)",58.468,"..","..","..","..",19.069,6.124,1.295,18.038,18.46,9.221,5.659,29.565,49.071,26.085,33.764,63.783,70.824,8.183999999999999,15.105,41.904,40.212,29.802
"OIC (Organisation of Islamic Cooperation)",940591.862,751231.518,722282.1360000001,712387.958,905170.7560000001,1811874.671,2759759.415,2847363.125,3324642.101,4540444.782,5954953.084,6278358.825,7146957.401,8375719.536,8999422.263,14541443.986,20812594.762,21980991.799,19110659.128,19506943.574,17787699.313,18513214.47,22871000.22
"OPEC (Organization of the Petroleum Exporting Countries)",550491.8100000001,321839.392,313560.029,268664.145,419795.095,1051008.11,1761331.288,1651922.066,1800976.543,2638109.953,4035032.002,4207716.976,4962965.271,5654274.896,6095000.739,10827559.33,15645560.643,15891989.4,13933813.391,14220640.451,13349759.198,13106165.727,15815117.315
"SAARC (South Asian Association for Regional Cooperation)",49187.547,35689.616,43615.451,29781.243,61685.702,141097.628,214726.415,286493.244,358509.947,605104.133,727709.823,857273.302,752425.067,588457.33,853509.23,1525725.809,1875219.186,1498257.456,1657775.266,1100164.588,947664.792,975205.284,1401023.793
"SACU (Southern African Customs Union)",56240.194,58827.037,60944.856,54653.77,53345.345,62198.464,62124.392,31344.847,90180.052,130928.704,110034.571,190312.659,654797.8320000001,567309.28,950728.45,1096158.944,1327863.519,896094.345,1245733.148,1304567.832,1449313.99,1312138.029,968054.874
"SADC (Southern African Development Community)",56319.347,58887.037,61251.118,54823.505,53438.306,63034.766,64479.284,34186.21,91014.969,131531.217,113335.724,196437.171,667656.902,569804.42,985046.973,1164976.984,1376560.849,946097.976,1296529.866,1415937.14,1515823.241,1385483.794,1094617.179
"TPP (Trans-Pacific Partnership)",3959066.873,3952131.571,4337277.51,4240089.828,4773489.825,6196990.037,6708490.361,8356252.44,10548010.293,12811201.396,14829012.184,16905178.068,19029368.442,20053946.084,18595784.632,24997722.37,28356959.351,26877577.932,27147519.589,27260932.852,24090873.055,24187942.961,28058788.064
"UNASUR (Union of South American Nations)",78180.52,46465.485,121511.867,104762.73,82593.39200000001,108289.321,119316.476,213494.445,560699.605,546361.221,736901.592,687156.118,1326548.628,1026546.089,2098906.837,1603553.307,1707751.228,1680209.903,1387241.083,1239722.419,1336414.265,928304.889,1160170.665
"WAEMU (West African Economic and Monetary Union)",69.354,14.763,116.799,61.176,49.544,108.444,172.799,6.971,53.383,64.226,354.218,1349.524,974.135,2605.725,895.381,3471.604,538.277,1029.139,1068.018,1463.191,953.975,1781.05,1935.816
"Northern America and Europe",5299049.521,4933820.58,5071951.509,4545295.352,5066695.78,4916647.686,5159236.437,6000316.269,7845049.539,10969625.374,13279620.748,15755238.406,19953686.666,22465949.122,20853639.35,24211508.111,27454581.903,25291455.4,27089439.401,28353801.874,25635751.599,24780926.711,27844914.594
"Central Asia and Southern Asia",149726.01,175841.583,88541.80100000001,51532.201,106793.275,222859.858,413662.446,498466.31,591981.691,948209.092,1168199.345,1362268.96,1484489.053,1533211.238,2239298.648,4694589.413,6080160.679,5637020.84,5571627.91,5141375.793,5063019.712,5277756.679,7419841.027
"Eastern Asia and South-eastern Asia",16550197.535,16672259.551,17900887.545,16289188.11,17162694.282,21176587.484,20440845.274,23627625.085,29341485.909,38431660.203,44499244.074,50804973.447,56854464.633,58108244.107,55062332.224,71763019.14,80784184.62800001,76349792.685,75885576.833,73365014.022,64118152.369,62660773.369,70126017.198
"Western Asia and Northern Africa",618240.427,381290.176,405523.817,396455.08,508317.409,1138758.249,1846799.247,1640408.884,1911950.388,2614698.479,3826810.162,4070998.841,4540749.659,5667182.009,5647624.526,8945938.926000001,13748801.019,14652809.13,11729825.605,11687430.343,10729169.839,10472965.2,12211740.424
"Africa",123284.215,80358.51700000001,111639.165,135062.039,100361.079,86906.909,106613.878,71284.405,152205.597,210231.535,213563.973,306278.318,729498.499,771864.323,1235231.646,1360221.587,1490297.119,1135582.817,1401526,1528103.713,1604546.698,1465743.456,1221772.513
"America",2549676.986,2159656.055,2423364.176,2333043.649,2354385.958,2056040.114,2212899.874,2669095.382,3792759.039,5156008.174,6557314.943,7301790.968,10010866.879,10744193.665,11351792.331,12435768.913,14099212.116,12957654.622,13416670.943,13342928.804,12840752.192,12211187.885,13787733.345
"Asia",17251363.619,17208243.868,18344716.52,16657189.886,17730938.297,22514453.774,22659358.621,25731539.014,31784663.592,41917212.881,49401559.461,56133156.554,62832159.345,65137362.182,62713154.857,85234492.252,100535561.259,96473071.221,93100583.40700001,90107232.153,79850877.999,78361107.33,89683609.484
"Europe",2855934.305,2917661.994,2856603.31,2384946.265,2798280.904,3021649.72,3119894.58,3647466.94,4847933.332,6424180.082,7679711.007,9306978.665999999,11497256.587,12953506.792,11924164.685,13584154.121,15398480.539,14469639.587,15397838.44,16476430.618,14377686.688,13836465.53,15586841.445
"Oceania",32616.648,46611.317,70226.821,64058.927,101502.524,149954.35,202807.858,267806.547,364169.573,363771.483,292703.239,390151.683,379149.814,313104.764,370376.368,360932.514,447243.573,438978.335,361626.112,527130.757,483220.149,504778.922,606579.159
