"PRODUCT -   High technology manufactures: other (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"ECONOMY",
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"APEC (Asia-Pacific Economic Cooperation)",3919805.881,4734033.625,5468651.279,7592349.072,6406858.275,6942889.467,8886936.949999999,10343659.439,14530346.239,19025105.924,23209998.647,32859702.027,41722812.894,46008060.32,38157172.651,54355946.834,58416454.238,61711907.34,59391373.697,57252474.137,53983931.524,50706896.934,54703487.117
"APTA (Asia-Pacific Trade Agreement)",73717.77099999999,111195.833,216880.959,149157.075,119147.395,116674.656,156698.886,224429.951,773763.789,2424083.988,4853809.188,5415880.853,8734993.118000001,11191678.983,13353946.991,19205605.856,20745144.949,21170395.419,19737398.189,18531338.719,17345337.757,14758414.828,12410586.377
"ASEAN (Association of Southeast Asian Nations)",107460.487,143630.986,161617.982,184432.778,167378.633,220436.967,275125.145,405816.113,436152.201,625871.61,839159.346,1139882.296,1148119.36,1233812.725,1210335.045,1718001.359,1930962.981,2619834.201,2662543.68,3382538.282,4850933.79,6436399.958,6804364.274
"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",762899.219,878715.693,916905.1899999999,1086244.416,1014460.042,1383886.999,1509247.98,2207483.705,3822459.54,6901886.721,9421038.694,10660217.606,13908908.718,16986656.106,18932341.162,27899842.273,31107422.288,32276970.756,30293351.604,30368423.923,29862087.406,28639414.847,28117703.101
"CACM (Central American Common Market)",188.588,"..",0.482,256.921,3.392,2.417,170.634,929.981,121.524,78.673,547.471,291.597,217.147,1249.448,211.298,99.74500000000001,335.838,325.745,542.21,703.355,5009.443,658.068,1994.252
"CAN (Andean Community)","..",67.352,192.59,"..","..",8.951000000000001,7.504,1.928,60.14,31.977,193.249,37.352,193.171,190.928,493.967,1184.336,468.088,471.761,9943.673000000001,922.354,641.386,523.0460000000001,1056.922
"CARICOM (Caribbean Community)",7.723,"..",8.287000000000001,0.904,"..",0.02,3.007,8.457000000000001,"..",0.25,4.708,27.093,5.512,1.044,58.577,137.691,369.766,51.326,120.222,200.575,189.205,275.679,390.325
"CEFTA (Central European Free Trade Agreement)","_","_","_","_","_","_","_","_","_","_","_","_","_",609.9640000000001,286.691,209.572,803.356,446.853,240.73,181.042,119.324,1680.697,404.924
"CEMAC (Economic and Monetary Community of Central Africa)","..",148.76,"..","..","..","..",7.093,10.466,39.889,17.759,49.614,28.932,33.48,33.484,74.907,29.942,415.918,68.423,17.53,57.879,103.279,104.333,111.754
"CEN-SAD (Community of Sahel-Saharan States)","..","..",17,28.725,1527.2,530.122,518.692,282.771,461.824,617.215,134.347,747.47,1336.464,2891.184,1980.983,3204.436,2994.098,15823.212,15611.473,42898.92,18419.94,14480.463,24024.66
"CEPGL (Economic Community of the Great Lakes Countries)","..",37.386,"..","..",37.976,10.027,11.373,22.927,"..",7.717,54.549,30.647,25.729,39.76,30.302,9.455,12.461,113.331,18.528,23.319,3.625,243.056,225.787
"CIS (Commonwealth of Independent States)",60211.981,124937.869,47508.171,153068.29,140043.877,89824.74000000001,160465.11,249252.51,288868.358,190241.16,186765.996,224351.173,173675.567,269092.12,894020.321,1826375.176,1768115.256,1703387.195,1957917.274,2088175.816,2181882.277,1392228.881,1554370.743
"COMESA (Common Market for Eastern and Southern Africa)",20.043,42.558,24.865,1111.112,1721.293,61.956,96.077,237.65,505.836,178.935,414.057,680.424,1867.979,2906.174,2306.019,3898.772,21845.004,3221.123,2888.184,4457.524,799.648,4597.509,3239.81
"EAC (East African Community)",16.953,"..","..","..","..",8.361000000000001,78.24500000000001,1.698,96.864,27.167,125.64,0.486,580.905,142.173,149.851,103.554,106,366.51,122.272,280.239,189.759,365.271,146.376
"ECCAS (Economic Community of Central African States)","..",186.146,60,"..",37.976,10.027,21.466,33.393,39.889,29.476,111.25,67.544,59.209,84.982,105.209,39.397,428.379,181.754,36.058,81.19799999999999,106.904,347.389,337.541
"ECO (Economic Cooperation Organization)",897.431,56775.932,331.095,3470.611,438.333,2786.061,814.1950000000001,16012.795,17129.096,29868.995,58079.83,142221.698,43610.807,202795.686,727545.765,1759320.462,1667201.129,1656041.126,1738698.516,1666130.192,1684242.422,1132465.294,1225995.348
"ECOWAS (Economic Community of West African States)","..",1.082,"..","..",1503.335,486.554,0.231,0.054,2.152,11.6,37.355,318.705,398.043,150.961,85.79900000000001,325.736,384.834,12342.893,7622.414,30418.921,11862.18,3096.05,16519.593
"EFTA (European Free Trade Association)",96344.893,102019.563,100165.906,113807.595,88443.963,121475.148,136182.754,194117.024,224244.229,416235.15,391935.105,473843.958,692579.4030000001,1066052.599,1126901.343,1070653.439,1478833.538,1759979.716,2578836.978,3137491.283,3263875.716,4102201.627,4485567.944
"EU15 (European Union 15)",1103931,1344552.337,2188646.653,2062678.325,1783530.695,1734437.025,1939042.615,2705413.589,3582948.887,5523068.392,6277975.174,9460665.506999999,10328848.647,12395371.008,11280936.991,15029961.482,19372744.521,21583115.777,22529075.797,26192164.484,25076102.655,24994489.068,30794823.517
"EU25 (European Union 25)",1105093.965,1346320.946,2193034.497,2068999.624,1792117.935,1741600.25,1956429.495,2741065.436,3620937.804,5590373.043,6320638.969,9524044.927999999,10412598.54,12525693.584,11452927.868,15335365.398,19699487.638,22010199.717,23079481.595,26730387.796,25596748.941,25553212.542,31417678.298
"EU27 (European Union 27)",1115901.965,1353020.21,2194679.531,2069066.58,1792263.366,1742148.205,1959217.381,2742472.339,3623638.203,5594467.649,6327978.614,9530375.938999999,10420274.931,12535512.542,11463670.84,15348604.612,19714938.529,22027901.284,23096976.604,26761020.103,25634193.583,25593474.009,31468345.849
"EU28 (European Union)",1117833.929,1354968.123,2198359.298,2075278.973,1795004.739,1744738.286,1960219.334,2743604.071,3626029.862,5596213.585,6333119.689,9532298.166999999,10423221.558,12538701.703,11465542.129,15351124.451,19716688.125,22029542.272,23104218.458,26763091.449,25638204.027,25601366.765,31479638.714
"Euro area",984221.027,1236178.912,2069925.256,1937178.28,1601381.156,1468641.826,1649540.975,2448441.244,3175800.867,4965765.725,5756720.92,8848064.528000001,9487653.729,11286071.828,9965949.039000001,13413759.935,16831154.118,18719679.455,19388162.367,22632867.15,21562069.737,21679064.822,26893612.404
"FTAA (Free Trade Area of the Americas)",1642902.38,2112402.164,2709084.082,4404734.94,3018737.625,2474709.548,3929477.91,4757861.678,3818022.49,1856704.963,2152268.381,8564733.692,10082702.836,8578952.551999999,3538282.685,4741393.025,5957130.809,7006782.442,7445127.791,7345184.353,7691897.889,7774235.806,8453138.445
"G20 (Group of Twenty)",3522656.813,4318594.717,5755984.855,7570957.92,5852510.195,5527669.796,7354257.25,9603975.225,11205766.964,13982166.371,17360865.578,27913640.237,33668742.116,37256392.301,33242157.193,46868083.886,55628536.572,59806708.267,59392330.993,62292404.874,59431275.672,56660676.58,62583000.824
"G7 (Group of Seven)",3124687.365,3849234.04,5228823.371,7010266.544,5352830.106,5025549.196000001,6379292.079,8260080.708,9459410.344000001,10102957.023,11179639.369,20893402.123,23187344.095,23546073.238,16927583.834,24050884.457,30005223.797,32466248.109,33825032.738,37412858.202,35689487.697,34982954.065,41731502.328
"G-77 (Group of 77)",120673.608,169992.816,191979.861,215102.741,201477.579,291617.652,406464.549,469308.542,509292.738,723443.352,949075.924,1263316.663,1375373.401,1679013.995,1725731.397,2427299.889,2872707.79,3845201.991,3561306.506,4241139.866,5327598.405,7098968.106,7672533.975
"G8 (Group of Eight)",3182861.365,3915205.099,5271352.486,7152992.176,5488022.322,5111284.066,6535298.335,8485065.273,9728130.119999999,10258797.313,11309599.618,20972185.191,23305599.955,23609688.795,17093104.519,24119973.481,30059415.994,32507249.101,34045357.026,37829398.154,36184221.043,35240528.873,42089042.479
"GCC (The Cooperation Council for the Arab States of the Gulf)",432.553,2721.083,2184.371,191.398,152.531,9.579000000000001,372.585,208.528,910.414,662.438,1044.41,1753.241,1363.669,4100.802,6728.94,7014.269,6845.017,34313.296,12366.353,21176.398,10044.944,26030.581,16699.982
"GSTP (Global System of Trade Preferences among Developing Countries)",182602.232,258783.239,385678.185,337851.805,288335.895,382365.449,540582.98,645528.258,1238805.158,3099578.937,5725962.23,6595461.746,9987756.585000001,12723389.68,14967640.176,21389988.526,23402623.501,24815931.756,22902554.783,22251663.507,22490855.818,21649184.757,19770022.849
"IGAD (Intergovernmental Authority on Development)",16.953,"..","..","..","..",45.853,78.24500000000001,35.379,96.864,78.459,93.81399999999999,2.61,591.287,648.869,259.213,461.99,199.157,237.86,932.712,1065.844,297.823,3474.442,1571.398
"LAIA (Latin American Integration Association)",1233.582,3829.397,7043.695,2718.324,1298.228,43321.379,107691.34,14678.287,28010.277,48291.983,32150.128,40323.02,102747.432,293857.79,400124.141,455904.842,722752.895,1022158.601,488703.108,334172.662,326538.665,492280.201,568377.41
"LAS (League of Arab States)",436.344,2789.501,2201.371,220.123,197.181,53.172,912.201,498.299,1390.762,1339.563,1725.162,2263.876,2541.274,6935.572,8768.588,10084.685,11312.063,37989.685,20736.974,34059.465,16931.679,38263.66,25741.749
"MERCOSUR (Southern Common Market)",643.216,3416.764,1461.598,518.422,451.674,41219.203,88690.62,10867.901,22406.731,47110.171,26921.901,21421.443,86697.147,271377.175,374950.195,423076.006,684740.966,949633.292,404767.642,259395.334,229325.796,406291.659,469127.418
"MRU (Mano River Union)","..",1.082,"..","..",1503.335,"..",0.229,"..","..","..","..",13.007,0.456,0.007,12.441,0.429,1.656,17.11,117.042,14.336,25.139,342.637,1068.133
"MSG (Melanesian Spearhead Group)","..",1.755,1.913,0.853,"..",0.08,0.06,0.107,0.033,"..","..",28.238,0.376,"..",28.046,7.236,533.377,116.736,178.144,301.554,272.47,373.616,304.933
"NAFTA (North American Free Trade Agreement)",1642058.958,2108918.048,2707392.061,4403952.128,3018282.559,2433476.781,3840385.89,4746027.681,3794909.805,1808869.677,2123891.961,8540844.195,9994186.698999999,8304961.539,3161270.521,4315127.692,5269525.455,6051080.793,7023916.758,7074263.704,7444658.732,7356462.353,7964233.76
"OAS (Organization of American States)",1642925.851,2112455.504,2709206.625,4404815.196000001,3018770.427,2474910.354,3929579.517,4757944.927,3818103.231,1856788.039,2152269.957,8565005.354,10083067.218,8579033.478,3538435.394,4741474.295,5957272.525,7007975.743,7446311.389,7346188.613,7693313.509,7774307.748,8454187.822000001
"OECD (Organisation for Economic Cooperation and Development)",3540735.339,4324497.747,5788720.081,7510343.808,5782204.74,5493459.724,7208526.971,9515118.517000001,11090997.63,14205908.301,17542904.141,28234202.013,34113143.987,37934425.432,33754889.803,47415668.615,56298348.713,60438111.577,61049708.132,64350115.825,61924260.995,60128609.442,66210304.837
"OECS (Organisation of Eastern Caribbean States)","..","..","..","..","..",2.106,"..","..","..","..",0.045,17.543,0.113,0.954,21.707,138.634,369.48,46.254,79.047,182.954,128.717,151.721,178.092
"OIC (Organisation of Islamic Cooperation)",19720.887,101947.678,43764.123,48974.821,22540.565,47191.844,57513.979,68974.177,131313.38,174214.186,303273.69,528239.9889999999,304614.076,490774.968,981947.0820000001,2330220.464,2185565.806,2344320.374,2239162.968,2313492.259,2366057.695,1920571.664,2246250.432
"OPEC (Organization of the Petroleum Exporting Countries)",496.932,152.795,277.631,412.909,169.844,9.558999999999999,334.551,313.751,1274.903,1194.508,1140.24,2081.877,2027.325,4170.363,7017.513,7687.324,5932.587,34541.968,12657.34,21953.899,10944.633,25938.42,17083.797
"SAARC (South Asian Association for Regional Cooperation)",9892.16,17902.252,24043.719,26611.319,27013.651,25969.546,40263.223,49368.129,46188.748,42912.235,71403.13099999999,58453.419,84682.08100000001,87159.52099999999,100134.052,126991.192,158132.414,160937.661,386085.717,461789.373,146465.544,140736.359,254828.652
"SACU (Southern African Customs Union)",1804.37,1880.775,2174.712,1578.708,1685.478,2758.544,859.225,1580.26,1885.137,4724.904000000001,7901.248,37781.671,49517.812,76280.29700000001,28410.994,142733.06,62106.413,54569.46,59234.416,55207.675,48717.365,55264.029,70531.485
"SADC (Southern African Development Community)",1807.46,1923.333,2242.577,2667.652,3382.906,2768.571,873.88,1623.744,1921.435,4802.027,8166.719,38042.73,49855.475,76412.75,28590.637,144455.935,82026.698,55544.063,59722.286,56498.993,48973.412,55870.262,71844.791
"TPP (Trans-Pacific Partnership)",811651.664,812176.71,806286.51,1093106.059,968566.855,1421771.956,1804561.978,2323387.003,3234968.418,4690841.021,4931429.819,5541589.126,5555407.685,6228657.304,6087389.198,9402938.011,11494196.974,12422603.928,12129729.12,13061878.21,12836019.421,13920595.738,15851536.821
"UNASUR (Union of South American Nations)",643.216,3484.116,1683.252,524.987,451.674,41228.154,88918.205,10886.367,22978.587,47170.825,27443.459,21623.014,87735.527,272177.654,375733.461,424384.123,685442.7830000001,950450.463,414974.312,261896.022,230637.994,407827.235,470235.498
"WAEMU (West African Economic and Monetary Union)","..","..","..","..",1503.335,486.421,0.229,0.054,0.2,"..",32.535,216.119,83.55500000000001,111.067,62.681,124.477,236.285,12191.133,7526.42,30371.116,11756.725,2741.426,14853.229
"Northern America and Europe",2915671.929,3634277.873,5048338.971,6741329.435,5041818.586,4387688.536,6078499.125,7913700.498,7912794.233,7981466.21,8976682.345000001,18613527.957,21227227.429,21956836.463,15900482.277,20785380.787,26532747.711,29820988.913,32869635.646,37339000.871,36764690.294,37256275.434,44206780.3
"Central Asia and Southern Asia",10243.371,74263.89599999999,24239.025,29852.331,27091.035,25970.145,40351.498,64999.664,62784.667,72428.469,125786.934,199587.334,126773.082,287853.786,823711.179,1874164.987,1821851.639,1813309.527,2106198.604,2113002.372,1815193.986,1250595.483,1435293.354
"Eastern Asia and South-eastern Asia",2183679.862,2531038.627,2692818.415,3027073.252,3226884.001,4394836.869,4856728.78,5347028.662,10406149.234,16964515.547,20868535.401,24104808.504,31422585.368,37425529.021,34586323.35,49579571.059,52528138.75,54723806.191,51531266.698,49449104.486,45612995.117,42445703.856,45679802.914
"Western Asia and Northern Africa",5980.678,6694.927,9464.287,4042.453,8352.197,3876.32,8495.687,6895.388,5534.439,21191.941,39697.107,43755.184,71512.678,83059.924,66300.13800000001,144605.656,142043.51,128017.897,180147.844,181147.719,187466.075,298228.704,337652.244
"Africa",1824.413,2073.175,2259.577,2696.377,4910.106,3307.054,1478.04,1918.679,2520.012,5515.46,8475.584999999999,38833.738,51817.169,79525.72199999999,30920.703,148135.837,85627.198,71773.265,76289.955,100521.65,67807.582,74257.46400000001,98596.635
"America",1642925.851,2112455.504,2709206.625,4404815.196000001,3018770.427,2474912.46,3929579.517,4757944.927,3818103.231,1856788.039,2152270.294,8565005.354,10083067.23,8579034.325999999,3538436.164,4741476.386,5957272.611,7007975.776,7446311.478,7346188.613,7693313.525,7774307.751,8454187.842
"Asia",2199903.911,2611997.45,2726504.727,3060939.311,3262303.368,4424639.766,4905057.374,5418640.997,10474008.668,17057530.342,21033891.359,24347709.295,31619932.244,37793700.355,35474424.518,51595463.625,54489416.631,56661649.783,53809620.687,51730770.058,47609078.551,43982961.582,47444196.598
"Europe",1274175.971,1525651.766,2346184.81,2339490.388,2024349.779,1956104.174,2256784.763,3171381.377,4122835.377,6173634.865,6857474.493,10089447.75,11247593.553,13673414.023,12763324.22,16501454.013,21300241.155,23840378.884,25918172.254,30336010.991,29414519.42,29984198.189,36339638.462
"Oceania",36378.727,28555.006,26062.474,18707.919,28569.014,29772.321,33987.76,26248.892,60593.282,96991.68300000001,88098.947,135465.286,187598.444,213909.26,244632.615,392284.449,564991.76,900152.898,617552.5379999999,327007.314,476158.124,709415.333,764908.7240000001
