"PRODUCT -   Medium technology manufactures: automotive (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"ECONOMY",
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",9189.308000000001,7756.477,8430.566000000001,12816.449,10876.275,12830.779,13098.497,13774.486,30366.435,67204.284,89413.12,125749.864,167645.586,306927.052,305183.22,366268.982,473963.634,668868.228,694218.958,697880.141,821461.951,692835.0010000001,717425.0770000001
"ACP (African, Caribbean and Pacific Group of States): Islands states",16703.18,7364.709,11190.35,10300.532,15438.732,16375.557,26128.999,25991.959,28470.398,44961.595,122047.329,188950.402,231194.553,357057.932,212442.282,242395.012,272289.072,340109.397,340773.125,368188.741,499030.673,515633.752,476153.447
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",14614.112,3715.5,9691.978999999999,12353.511,19115.952,17927.574,37914.86,29488.783,33385.854,64962.799,156273.993,349917.474,592549.9620000001,645586.939,375493.694,514672.961,876222.671,1448557.896,1219900.575,1217524.974,1225420.978,902031.058,1045208.846
"AMU (Arab Maghreb Union)",6144.551,4563.949,4690.478,6315.433,6851.401,10506.203,27096.069,51047.293,88189.54700000001,128291.092,246229.164,298590.591,470854.547,987179.152,1052626.731,992049.146,1020755.648,1503489.923,1548764.406,1384262.027,1089840.007,693672.3760000001,636629.419
"APEC (Asia-Pacific Economic Cooperation)",1150560.355,1264555.492,1561322.665,1499493.155,2014111.238,3206533.894,3158518.21,3741308.479,4612959.453,6175115.134,7789835.527,9999692.669,13791665.854,16253407.729,11964966.931,17009210.68,21681538.168,25330696.174,27225580.958,28954652.431,29911537.117,29909288.288,33904412.006
"APTA (Asia-Pacific Trade Agreement)",40734.53,46394.906,52918.416,27564.681,41640.359,91770.073,94791.49400000001,144365.578,177721.19,227964.533,443825.512,788766.297,1205369.186,1610336.098,1422223.652,2252582.224,2854244.686,2768128.977,2978548.41,3073233.463,3056554.275,2972866.846,3265596.081
"ASEAN (Association of Southeast Asian Nations)",113953.642,130638.177,110528.28,37949.503,129121.285,763789.7830000001,653456.551,470041.735,508368.676,621270.292,763711.298,905180.448,1300112.332,1737715.16,1344385.026,1688022.213,2562082.069,3096306.496,3636020.585,4076321.436,4793798.372,4678199.606,5232603.454
"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",277092.339,359432.94,380701.993,273841.65,481251.957,1296688.281,1257741.556,1274176.263,1522779.886,1899488.43,2399946.23,3081274.33,4123407.22,5233098.081,4199715.692,5485769.114,7206805.625,8129422.16,8995811.879000001,9586752.140000001,9888810.912000001,9769735.208000001,10731266.896
"CACM (Central American Common Market)",2686.099,2599.69,3385.537,6626.61,4676.408,6948.699,12690.865,17243.106,24679.144,44604.405,105227.749,138315.765,177394.209,206027.223,102507.495,171544.705,245138.564,295890.693,286609.899,322508.713,408149.259,470543.154,482858.219
"CAN (Andean Community)",18090.811,7679.619,15046.941,16214.415,12661.492,20214.082,27984.134,44913.449,55108.875,89364.133,139001.933,235538.375,387342.348,555035.695,485008.195,780173.676,1223965.037,1568103.83,1647254.244,1568825.547,1276024.868,1177914.29,1438642.197
"CARICOM (Caribbean Community)",1999.206,2106.389,1564.837,2286.434,2893.324,3912.577,4676.887,6524.132,9410.074000000001,13778.884,22194.317,24845.42,33571.105,46433.484,30115.226,31249.482,32651.491,41831.589,56941.643,54076.82,50231.185,49839.933,52177.678
"CEFTA (Central European Free Trade Agreement)","_","_","_","_","_","_","_","_","_","_","_","_","_",83052.717,35634.748,33785.835,90357.27800000001,76533.991,52118.412,49026.24,57403.97,46203.665,52932.266
"CEMAC (Economic and Monetary Community of Central Africa)",3548.338,3677.194,2134.531,1773.139,4507.06,2876.749,2732.813,3940.199,9524.598,24386.406,27262.444,41277.847,78672.28999999999,182398.608,113132.213,112247.176,162212.407,168869.164,210448.731,262821.549,210842.023,149497.046,178618.82
"CEN-SAD (Community of Sahel-Saharan States)",45793.843,35705.676,56614.91,74645.31600000001,68375.622,86878.529,153111.425,170443.309,342696.455,350400.419,649154.505,781904.87,1490539.004,1978039.086,1452399.557,2191873.734,1975756.737,2466058.505,2644178.039,2723212.225,2728222.247,1921067.381,2194225.822
"CEPGL (Economic Community of the Great Lakes Countries)",833.879,789.989,303.086,2884.341,526.866,2605.049,1988.108,486.528,544.553,800.92,2907.931,3399.806,9841.412,38888.042,39325.304,100025.61,100547.568,75636.91099999999,111703.267,151018.343,98819.414,110758.525,99428.582
"CIS (Commonwealth of Independent States)",2456.864,2029.345,4181.606,4971.974,4459.078,11245.551,20177.572,36562.098,60607.483,136676.644,357662.858,859630.562,2563803.957,2846160.243,846056.618,1577927.641,2997950.612,3986965.379,3785572.297,3205166.595,1744142.477,1769833.948,2342104.176
"COMESA (Common Market for Eastern and Southern Africa)",24551.045,25246.464,38221.801,49608.265,36169.67,47741.312,60705.504,69072.746,97160.54300000001,133492.536,267153.17,406965.229,526841.78,819349.008,754718.367,945228.13,1077801.936,1357432.82,1430112.461,1584565.619,1704543.785,1505304.564,1369687.348
"EAC (East African Community)",25425.087,19161.732,22082.467,12919.446,11534.342,14440.614,11183.804,11664.96,20562.63,25359.528,36131.955,93834.77099999999,125827.419,190309.563,205165.342,261564.88,314695.285,370430.502,377890.454,549192.573,521002.136,533329.76,430604.857
"ECCAS (Economic Community of Central African States)",4648.383,4838.066,2847.099,5851.279000000001,6059.937,6481.366,6175.574,8365.216,24218.197,45697.428,81190.58100000001,131663.921,263921.629,583855.398,487937.98,395690.258,481011.054,663387.8100000001,757773.263,1015036.81,506201.456,386739.915,475395.343
"ECO (Economic Cooperation Organization)",28392.482,29985.916,35440.149,50307.01,38368.345,57036.06,73590.42200000001,138715.773,263432.492,341117.497,595567.213,1068450.372,1132824.467,1280893.706,1103796.525,1731768.562,2455425.648,2241241.144,2511804.837,2785474.845,2292188.704,2296079.937,2635611.079
"ECOWAS (Economic Community of West African States)",30591.094,22933.408,29671.567,41234.391,42737.895,55102.406,107922.853,110453.755,259097.386,260584.932,423298.287,468285.053,1073648.613,1299869.164,868915.4840000001,1417721.742,1323496.506,1691170.309,1820870.326,1861139.246,1831020.796,1191910.839,1478046.925
"EFTA (European Free Trade Association)",7534.737,11070.663,6646.493,11410.384,14339.223,21079.839,23386.024,24383.342,44823.642,57745.639,63870.603,88125.79700000001,122655.271,155416.22,150554.455,174768.873,184803.335,188746.618,186672.238,200788.687,190314.934,217781.293,263341.646
"EU15 (European Union 15)",105772.537,111090.999,135604.536,173008.815,245974.004,364085.982,428402.77,531843.902,805189.7,1297144.938,1981836.537,2490828.033,3339696.495,4303513.952,3525620.916,4424584.192,4946828.088000001,4577394.927,4796811.92,5122400.51,5248931.539,5870424.468,7311379.849
"EU25 (European Union 25)",117413.544,129427.05,160327.674,204766.725,288457.489,425497.792,495293.328,628080.039,963072.681,1521667.212,2178313.174,2737494.366,3777793.442,5003531.418,3957257.401,4935448.273,5575163.753,5213665.423,5510348.08,5923861.226,6094281.626,6858014.117,8489813.312999999
"EU27 (European Union 27)",118239.544,130883.239,161037.502,206094.455,290055.181,427813.758,499340.697,636531.7879999999,976488.097,1542034.177,2204570.059,2782686.328,3864850.093,5117016.097,4017101.236,5004776.012,5666462.007,5328066.44,5617114.517,6060378.449,6235456.946000001,7037224.951,8691628.049000001
"EU28 (European Union)",119336.389,131713.275,161883.388,206704.355,290639.106,428929.475,501473.978,639755.603,982379.795,1550796.353,2216736.743,2799368.654,3888568.284,5148682.76,4035129.704,5019094.844,5684180.983,5348085.926,5629518.957,6064836.514,6239670.519,7042696.899,8696473.005999999
"Euro area",93227.281,98467.281,120960.093,147401.426,225713.425,304421.727,353968.129,443405.918,672189.892,1073972.72,1646433.716,2154738.951,2783768.477,3465139.575,3202248.522,3852663.788,4243612.969,3879500.344,4009823.962,4194137.839,4320863.894,4980928.119,6446331.596
"FTAA (Free Trade Area of the Americas)",470411.994,486989.281,670547.1310000001,848598.91,1106001.592,1425599.556,1572794.034,2133479.451,2755286.547,3879245.131,5036669.169,6630820.789,8714836.554,10131262.705,7650885.217,11318849.232,14684523.849,16634115.063,17894503.193,19206558.996,20584126.617,20294213.029,23439161.367
"G20 (Group of Twenty)",814105.619,935891.4740000001,1187394.522,1325779.697,1832240.09,2712377.599,2852455.111,3774240.524,5011927.954,7152272.431,9630218.184,12751647.436,17578697.394,21325535.724,15440658.482,21732294.783,27545559.645,29684148.319,31223015.374,33477492.822,33735222.555,34378105.628,39973963.525
"G7 (Group of Seven)",642987.977,727333.07,926895.2020000001,1099514.439,1491937.914,2019087.383,2225058.297,3006998.911,3968324.547,5315523.705,6696928.174,8314320.648,10484566.664,12199773.519,9654905.934,12876735.824,15022021.554,16643330.343,17671997.17,19649998.669,20918837.323,21715423.221,24085624.187
"G-77 (Group of 77)",403541.099,385445.722,423030.254,373891.22,494193.405,1419954.166,1310700.171,1192005.759,1680262.302,2267923.499,3672115.92,5372633.55,8368048.107,12020629.128,9177309.687999999,12343437.166,16886239.465,19210092.036,20546243.836,21815471.327,21249183.567,18505395.233,21192167.19
"G8 (Group of Eight)",644535.488,728539.312,928638.11,1102555.029,1493575.714,2022149.421,2232392.748,3022725.696,4006841.985,5379277.541,6894984.732,8837889.306,12082992.765,13982989.869,10021469.543,13815924.626,17098671.865,19297147.176,20046609.979,21727355.257,21951921.999,22875612.882,25672698.086
"GCC (The Cooperation Council for the Arab States of the Gulf)",38376.558,40024.899,48997.594,44991.339,44955.288,76186.51700000001,93484.46000000001,105056.307,154483.322,239776.624,357757.236,561709.49,902150.6899999999,1368625.09,826346.691,701397.0500000001,1071130.362,1287074.815,1494521.866,2179894.742,2079057.722,1487340.175,1904769.908
"GSTP (Global System of Trade Preferences among Developing Countries)",294033.181,300271.08,334854.242,277553.499,419524.473,1338105.292,1213699.035,1105835.822,1472026.953,1884881.675,3097510.663,4597483.356,7070278.725,9953332.606000001,7845909.968,11489187.51,15651728.955,17307077.903,18748687.399,19272861.554,19425845.198,17407417.653,20220654.228
"IGAD (Intergovernmental Authority on Development)",14879.161,14077.118,23947.537,25077.651,15081.089,24671.24,22383.092,27337.475,42258.445,60630.2,148057.096,185053.154,196932.913,293202.942,283848.378,340880.754,437085.541,624236.0500000001,648782.217,714805.083,908011.13,766060.718,745907.929
"LAIA (Latin American Integration Association)",70092.348,53480.629,78278.17999999999,87808.681,101331.52,148263.383,208947.697,198197.228,252045.989,465786.581,836670.669,1488231.123,2316412.484,3336607.879,2179428.992,3608283.435,5755204.968,6283082.557,6824040.892,6561381.559,6418437.677,5665429.823,7487993.238
"LAS (League of Arab States)",73520.404,63963.577,83123.482,87228.425,132081.941,320195.698,225122.328,238599.725,339398.854,575802.0110000001,1024121.035,1425076.832,2113781.266,3305217.341,2788681.527,2856940.98,3251368.425,4281554.394,4383234.284,4836809.497,4631087.018,3442106.037,3791154
"MERCOSUR (Southern Common Market)",33518.816,34039.256,45635.901,48141.99,54698.805,75288.15700000001,86183.196,39264.754,38106.109,115834.435,259034.328,569098.279,1038472.747,1469413.993,877030.045,1544276.049,2746467.13,2550331.18,2504336.002,2245777.625,1987423.733,1436001.577,1966183.924
"MRU (Mano River Union)",1761.328,2805.285,4996.727,3558.909,3546.309,2231.535,2697.376,3202.148,2837.869,12377.967,12132.646,17873.791,26318.034,38758.779,30119.018,45763.775,50765.053,73653.704,100434.278,128038.032,150048.513,169346.904,159685.016
"MSG (Melanesian Spearhead Group)",546,602,724.55,400.339,677.531,614.967,569.848,712.571,1492.284,2242.809,2121.971,3325.267,3688.592,4421.941,9458.829,9724.938,22232.613,32472.59,40325.629,46691.375,31825.92,39276.6,45963.138
"NAFTA (North American Free Trade Agreement)",406764.378,431182.924,596119.11,764766.445,1018905.734,1301351.028,1421797.899,1993882.121,2586687.1,3562551.619,4406897.893,5486375.656,6823728.532,7439216.981,5941947.656,8330333.02,9617518.912000001,11256527.93,12249658.455,14203786.005,16054801.544,16326872.85,18431692.295
"OAS (Organization of American States)",482524.741,489681.711,675645.697,852799.396,1113382.525,1431865.159,1584321.483,2137089.854,2758863.639,3883973.539,5090606.835,6733891.665,8832605.391000001,10353214.837,7780332.034,11430304.449,14783969.433,16761261.147,18020465.818,19321186.442,20845671.168,20538689.068,23630787.474
"OECD (Organisation for Economic Cooperation and Development)",746358.502,864241.845,1091836.975,1269602.481,1751034.889,2383759.773,2635458.568,3573926.832,4769601.652,6749483.087,8810209.436000001,11268927.93,14268888.302,17150106.745,13674892.181,18541463.124,21855022.563,23709358.105,25632158.668,27794566.058,29467053.533,30603307.938,35101991.399
"OECS (Organisation of Eastern Caribbean States)",24.911,77.145,51.811,162.866,140.77,33.095,35.019,21.929,37.491,86.958,462.419,1177.694,1731.97,976.154,1522.164,1954.874,1322.546,1983.463,1517.211,2247.732,2338.539,2543.891,3057.214
"OIC (Organisation of Islamic Cooperation)",175298.05,169398.386,207509.471,197010.847,264740.402,737682.98,582906.584,685253.455,1090495.27,1496614.577,2409931.713,3423507.456,4871896.862,6619481.621,5349886.345,6905094.866,8218750.214,9748819.007999999,10351066.611,11132104.69,10388465.979,8387605.985,9454368.403000001
"OPEC (Organization of the Petroleum Exporting Countries)",76485.872,70829.485,84167.83,116284.088,153205.626,355115.991,334373.789,383124.465,662082.767,715068.5870000001,1212031.893,1911259.533,3206187.636,4514763.144,3566858.778,4137769.034,5259706.742,6778178.268,6872193.938,7767011.341,6610107.968,4261202.224,5390893.304
"SAARC (South Asian Association for Regional Cooperation)",34623.098,36233.724,36164.689,28578.23,34332.75,43476.871,57759.836,61399.243,93488.19100000001,136754.152,238997.177,387544.84,479924.891,717200.853,609249.8860000001,1062413.733,1407956.326,1413363.452,1443334.54,1657222.572,1809388.133,1958289.519,2161125.588
"SACU (Southern African Customs Union)",16457.747,16465.903,17783.225,15639.936,15188.652,13779.291,12998.181,16801.257,29780.191,58553.375,104749.613,157974.198,408236.369,378451.934,166031.809,323845.966,370013.655,441961.87,370229.211,350039.754,312803.316,248391.554,338823.443
"SADC (Southern African Development Community)",35716.693,31408.093,36512.483,32401.757,31698.24,33182.723,32195.519,35596.308,67695.57799999999,123479.47,222238.085,312710.272,688603.444,945347.454,709042.768,802930.808,1014281.883,1286489.96,1325130.303,1549826.148,1043387.571,869074.123,1017802.353
"TPP (Trans-Pacific Partnership)",281012.78,348191.948,371767.945,360355.912,568901.084,1152193.059,1276012.024,1245833.835,1523104.97,2044996.307,2669033.308,3521604.643,4636827.038,5930452.226,4775366.145,6406065.438,8134849.465,9462078.704,10568701.908,11160930.646,11354737.125,10795321.374,12914453.484
"UNASUR (Union of South American Nations)",55830.069,46591.756,64779.261,70502.28599999999,75354.859,107844.771,128617.346,103144.808,124681.018,246888.012,460890.119,910261.9399999999,1594008.806,2360106.992,1535873.39,2703726.414,4671899.881,4922330.311,5184994.793,4465857.565,3884176.731,3276823.54,4295369.543
"WAEMU (West African Economic and Monetary Union)",2715.935,3825.178,6243.533,4956.864,5161.032,5005.213,8257.949000000001,12219.974,36475.588,65892.568,71691.923,102556.113,119991.81,189898.045,233008.727,268298.924,264623.166,311865.851,351671.479,372404.846,440893.688,430539.089,479348.918
"Northern America and Europe",535002.973,574220.7020000001,760949.246,976300.7,1310718.608,1725875.805,1889515.019,2589550.748,3540872.067,5055361.098,6649804.142,8587874.442,12278628.421,14450378.604,10099854.4,13834529.413,16938229.198,18660216.035,19358486.428,20884342.111,21505068.77,22871265.579,26326331.601
"Central Asia and Southern Asia",48083.173,50823.398,50175.828,63858.224,46956.811,70304.201,100917.271,169098.378,290475.421,310579.24,512800.848,986011.7120000001,1352840.274,1549565.181,1380442.784,2251870.245,3106577.187,2890331.271,3224980.484,3642478.697,3175534.236,3224052.678,3656122.547
"Eastern Asia and South-eastern Asia",719990.309,811026.389,937156.937,700735.678,935518.416,1851925.626,1668670.378,1686894.339,1943429.033,2380338.053,2965278.349,3674839.801,4885468.761,6227605.806,5100820.682,6686951.54,8699668.514,9791355.715,10864775.998,11654076.218,12107532.708,11867410.365,12863201.853
"Western Asia and Northern Africa",75494.87300000001,69491.474,89721.352,94086.004,141503.2,339397.551,242806.777,264147.741,385785.118,707720.652,1295920.48,1846673.311,2345924.038,3736040.156,3088121.318,3336548.57,3928952.148,4921485.811,5059685.538,5575170.526,5442466.593,4230426.54,4658103.644
"Africa",97589.853,83859.78200000001,106135.964,121429.529,114085.395,137478.442,202190.059,238027.406,475542.908,614440.567,1109801.727,1435456.945,2767876.262,4078133.203,3302209.68,4010591.802,4323996.867,5680736.877,5902096.096,6234773.439,5545385.74,4116412.451,4372649.406
"America",482601.981,489769.765,675687.188,853103.775,1113630.93,1432023.381,1584451.722,2137188.555,2759115.817,3884923.891,5091089.226,6735723.342,8835304.507999999,10355877.848,7783324.588000001,11432442.165,14793182.543,16763428.219,18022170.424,19322195.388,20846721.935,20539854.644,23632343.016
"Asia",830255.395,916531.76,1049782.86,823425.308,1095935.378,2225707.094,1962305.908,2040655.968,2493663.896,3220488.096,4375164.294,6004795.839,7804055.25,10105624.743,8167993.884,10857406.884,14266361.153,15622458.78,17157645.111,18961008.602,19029021.362,18097879.578,20106114.573
"Europe",129098.049,144715.538,171559.322,222665.512,309083.756,458235.606,536904.801,687167.617,1078365.124,1707446.995,2555815.449,3557967.904,6036841.674,7744732.083,4656751.605,6277716.421,8273178.756,8612323.266000001,8601464.963,8616110.960999999,7663836.162,8643096.853,10844809.132
"Oceania",47694.392,55874.077,52087.374,43771.502,64928.81,82175.74000000001,74794.21000000001,102591.887,124772.906,212417.617,258513.371,327900.275,444365.884,501328.121,439254.452,609064.634,724480.541,856923.926,863900.895,843759.532,806189.146,769275.628,895001.593
