"PRODUCT -   Medium technology manufactures: process (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"ECONOMY",
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",32091.744,26305.881,47080.941,68750.825,74670.484,82568.569,124592.094,108834.853,121707.912,188797.914,378700.9,497763.818,566384.121,711185.647,509009.874,810352.623,931508.797,932678.6310000001,1050636.652,1362164.911,1558915.484,1471980.509,1573460.059
"South America and Central America",162503.142,192339.03,229124.593,278341.169,226636.651,408930.069,436261.406,545804.911,810442.5500000001,1395482.998,2103786.433,2554012.363,4016183.162,5510396.975,3804562.55,5797443.164,9095105.369000001,9704466.708000001,10986856.22,12502266.589,12360454.57,10222733.181,11181217.146
"Southern Asia excluding India",265901.959,299838.946,275076.767,362471.178,487585.708,513285.716,408011.054,536253.255,773829.943,1021365.429,1342382.422,1764254.224,2158964.7,2803121.528,2293282.495,3150301.521,4262519.943,3709431.66,3933783.541,5463552.108,5833441.234,5440900.853,5984059.487
"Eastern, Southern and South-Eastern Asia",6069673.452,5187377.044,5820987.697,4125348.657,4503341.215,6412500.335,5331195.988,6115366.124,8032082.774,13496960.767,16757149.38,21276290.384,27554640.44,30859850.55,22094066.207,31939936.159,42788956.849,42881063.906,43602997.526,51567736.962,51952423.858,47401308.87,54430253.413
"Eastern and South-Eastern Asia excluding China",5730792.63,4799620.315,5427314.234,3670108.939,3925455.966,5308527.506,4258593.697,4786713.042,6145269.128,10817724.599,12849644.98,15807182.976,20062588.987,21901252.305,15355377.982,21374012.329,28171567.358,29912936.137,31040874.314,35831222.922,35472432.852,35665596.928,39951514.055
"ACP (African, Caribbean and Pacific Group of States)",196818.831,215588.011,536033.929,513793.182,339848.997,334282.188,510527.588,450708.946,616769.634,923628.983,1349144.679,1721271.131,2147561.563,3175961.731,2924493.978,3343755.872,4569306.654,5269534.144,6241830.42,7220387.52,7254748.217,5946033.848,7415906.658
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",51626.464,59822.095,67242.815,269585.724,95285.462,131715.409,186705.352,157751.958,242527.816,396969.957,584808.3149999999,627384.378,713258.076,1137799.306,1169993.798,1222346.518,1531725.539,1714435.961,2159278.059,2468132.224,2689726.821,2239586.563,2460515.491
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",16720.894,14127.147,15052.906,17633.89,16667.091,19431.883,41272.09,36547.6,59920.684,82488.417,154748.549,172817.802,261088.518,312220.75,352076.63,433134.964,470055.216,505091.609,683752.483,895827.669,1226479.431,1033926.822,1071042.162
"ACP (African, Caribbean and Pacific Group of States): Islands states",31641.773,31432.359,46447.033,53948.478,65880.01300000001,68142.80499999999,112787.293,94222.151,100121.629,153686.267,197588.92,307843.337,340855.577,595051.052,363477.556,543479.4620000001,600349.439,619629.6,656932.6,727614.41,752489.13,705990.914,755324.887
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",20350.906,11368.035,27014.786,30080.7,54402.426,65368.683,117580.211,82896.36900000001,83821.46000000001,202563.655,245976.821,359394.19,557749.613,794800.953,590617.794,820244.1530000001,1338961.746,1507857.505,1857512.504,1607604.815,1420390.951,997621.296,982635.208
"AMU (Arab Maghreb Union)",39589.586,28699.709,26801.796,37055.14,40100.443,51674.255,54668.187,68257.708,121832.72,208918.726,328289.679,506332.752,783514.603,1497451.787,1916034.068,1516708.977,988713.5770000001,1222658.314,1223473.308,1527244.305,1449152.319,1955183.398,1771803.538
"APEC (Asia-Pacific Economic Cooperation)",7733498.183,6438448.166,7351916.972,5596116.639,5975573.341,9024348.738,7795045.323,8983273.550000001,11981227.393,19560553.484,25630091.28,31767548.643,40067130.717,48072616.042,31737500.993,42876645.878,56520490.613,58436255.057,58803547.817,66221398.692,64642406.222,59989065.502,69305600.662
"APTA (Asia-Pacific Trade Agreement)",1738606.571,1608216.835,1875745.14,1042444.704,1120351.584,1995505.64,1680285.366,1825559.218,2530357.508,4134993.673,5449180.536,7275994.171,10030045.837,11562202.744,8055488.94,12561718.833,16716165.653,15600230.457,15212066.817,17775189.367,18555596.963,13825565.809,17172942.548
"ASEAN (Association of Southeast Asian Nations)",1219923.713,1030035.731,1266518.616,763052.268,994908.095,1404636.05,1268871.111,1642294.162,2179026.713,4251978.586,5412125.692,6948693.118,9249415.072000001,10388615.115,7174370.455,9842050.606000001,14112545.809,16052129.931,16978899.18,20020254.531,21195524.975,21940220.76,24103015.866
"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",4099258.173,3310209.862,3903856.68,2310710.991,2556325.146,4062294.144,3652053.863,4188153.451,5633171.727,9698350.698000001,12171230.919,15081805.729,19792194.604,22767128.022,15108004.184,21253799.185,29689277.09,30017170.67,30338308.685,34146697.951,34002200.395,32294906.345,37968016.253
"CACM (Central American Common Market)",7663.417,7770.501,11576.696,22995.888,17290.903,22000.332,22812.218,32325.243,44155.499,69264.444,191204.886,226484.399,291479.897,341498.738,259835.403,380117.146,450091.233,479210.843,557517.045,798352.848,942274.776,902649.709,999357.118
"CAN (Andean Community)",17641.742,14402.265,19262.253,28022.278,29773.35,50433.89,69071.208,84350.496,125594.441,223788.697,258932.255,423757.599,639735.209,1085750.234,767143.742,1052074.947,2026422.12,1867302.176,2091100.825,2285898.81,2220691.647,1927688.914,2085650.493
"CARICOM (Caribbean Community)",5523.359,9010.454,9863.198,17498.657,14506.903,18215.736,34756.221,28411.721,29007.578,41741.641,50858.345,107490.115,110463.906,134257.144,86493.82399999999,107649.922,140025.528,146341.443,170679.624,200987.083,166526.471,142244.175,181153.437
"CEFTA (Central European Free Trade Agreement)","_","_","_","_","_","_","_","_","_","_","_","_","_",211842.726,124687.241,150280.989,232877.631,239069.719,262823.029,229523.069,226771.723,207324.908,225160.223
"CEMAC (Economic and Monetary Community of Central Africa)",1643.884,2540.718,3062.334,3743.675,3316.754,3963.134,5363.166,6845.637,9711.907999999999,16176.841,28094.797,45016.331,81602.215,165733.786,153908.865,150200.878,211393.569,290655.532,305356.571,357180.357,306458.563,244940.865,280849.126
"CEN-SAD (Community of Sahel-Saharan States)",107538.187,139886.561,429831.865,415114.737,250910.054,232110.567,312255.911,268892.177,406502.689,595886.024,885034.253,1110243.469,1346722.537,2034773.773,2089871.641,2259654.561,2902520.934,3547477.348,4134258.963,4479095.586,3969522.048,3713740.65,4539574.252
"CEPGL (Economic Community of the Great Lakes Countries)",2120.283,3036.763,4429.252,5001.681,1400.466,4070.123,2837.54,3986.82,5511.456,6353.393,6595.023,8079.846,10942.67,19176.612,40175.597,47897.161,76972.882,87916.59699999999,87886.92600000001,123036.218,144137.315,113972.927,107093.589
"CIS (Commonwealth of Independent States)",64999.399,65579.84299999999,110383.413,123301.642,99745.531,129518.477,152488.205,195835.579,319079.247,583101.784,1163605.924,1649894.121,2808043.629,4891007.993,3655108.132,3779249.238,5035738.325,6367333.478,6392797.816,5395932.506,3999800.448,4103292.897,5082460.851
"COMESA (Common Market for Eastern and Southern Africa)",66822.24400000001,83179.13000000001,94005.68300000001,281280.415,130993.071,115527.215,137459.066,162914.652,251537.028,397764.883,621903.446,705685.285,916198.355,1455619.656,1303496.8,1551289.182,1750191.192,2077227.951,2521768.437,2913032.344,3245714.442,2745663.644,3240284.216
"EAC (East African Community)",10596.339,7134.882,13981.722,14662.487,16739.975,15454.07,23840.151,21957.096,25917.983,58077.633,64759.213,92924.037,151154.494,264409.315,217379.722,301755.079,402788.493,484362.555,827950.8100000001,847489.2879999999,719570.027,715197.595,1059317.938
"ECCAS (Economic Community of Central African States)",4182.525,6385.09,8459.629000000001,10368.873,5640.622,11392.306,11027.076,13369.21,20878.369,28517.19,47525.386,81238.88000000001,181860.284,361826.392,396273.547,346042.916,489666.89,708143.882,699088.492,805932.868,665877.798,478061.173,546291.301
"ECO (Economic Cooperation Organization)",324568.596,286345.491,301478.792,363107.06,365421.808,377202.224,319762.313,480880.656,747242.566,1098277.253,1654476.393,2191761.041,3279879.756,4941104.248,4174252.067,4278944.31,6116329.679,6396430.238,6618169.451,7440289.78,6901532.724,6190833.927,7235481.434
"ECOWAS (Economic Community of West African States)",54744.932,70911.885,351722.943,147448.57,131985.237,132809.195,209621.728,133338.344,186081.725,226082.2,348307.532,515165.059,591871.414,875104.0280000001,931211.846,969593.759,1422579.476,1741578.965,2161618.655,2441222.047,2002339.36,1894779.147,2601147.118
"EFTA (European Free Trade Association)",33551.09,31125.359,29685.029,31325.953,38922.266,40898.157,38766.844,52218.922,62574.02,92039.27099999999,131154.77,157420.859,252045.23,297974.066,240772.274,295936.54,358493.397,418741.084,461000.993,494065.053,490817.352,509278.311,517562.887
"EU15 (European Union 15)",1090295.513,954863.304,1135742.476,1252710.599,1334423.096,1895870.864,1717341.182,1966931.432,2667136.952,3622290.936,4724643.618,5700252.271,8718484.957,10480057.982,6587665.313,8295127.916,10793097.645,9656598.991,9750023.528000001,10624284.567,10166482.251,10567271.868,12502044.888
"EU25 (European Union 25)",1138648.298,997077.617,1189845.84,1330790.897,1404676.022,1984537.168,1816738.968,2112450.008,2898455.15,3961905.858,5093523.327,6175299.71,9549890.333000001,11459901.402,7240697.596,9112227.355,11885174.505,10763827.31,10951718.302,12013871.236,11482819.426,11973652.334,14093568.864
"EU27 (European Union 27)",1146398.298,1008068.875,1198900.232,1340471.238,1416126.279,2000090.544,1840487.879,2151636.72,2957629.606,4059724.413,5280049.944,6386949.356,9741504.975,11697352.252,7374752.243,9235973.575999999,12067636.123,10939330.887,11133671.142,12230640.342,11687250.827,12188844.733,14344318.403
"EU28 (European Union)",1147151.677,1009136.692,1199817.156,1342058.819,1418132.787,2002300.873,1843662.4,2155866.718,2966067.532,4082080.443,5309965.495,6425748.93,9800022.810000001,11771831.435,7432766.029,9297123.876,12126216.844,11010051.86,11173605.526,12252685.618,11705942.458,12208929.782,14376405.248
"Euro area",957798.6629999999,821063.2,1000812.554,1131791.114,1159774.843,1511101.321,1418636.293,1624944.623,2209246.805,3060750.679,3943771.637,4924433.816,7617667.247,9260155.773,5599762.154,7053774.948,9319644.237,8194031.941,8294310.817,8978612.023,8552640.787000001,9030276.362,10831487.598
"FTAA (Free Trade Area of the Americas)",802495.135,848853.795,1107386.023,1366975.906,1381214.046,2335166.803,2060995.04,2593213.053,3647965.292,5668850.059,8688628.868000001,11168540.57,13800821.936,18337656.54,11511324.098,14543728.882,20280663.001,21356569.237,22667698.834,26538338.673,26660889.197,22839987.24,25805339.828
"G20 (Group of Twenty)",5422481.874,4683628.01,5593219.307,4688017.654,4917136.597,7593026.007,6884853.563,8142449.926,11253634.296,17178557.195,24096538.972,30359843.802,41263144.415,51514237.758,32785180.291,45368337.389,62494350.532,61257264.63,60976716.15,69339689.855,68067866.50300001,59722272.344,69629725.248
"G7 (Group of Seven)",2591659.298,2132039.39,2509179.357,2545889.876,2680976.685,4194452.216,3666586.986,4350481.199,6026345.413,8639633.151000001,12259533.972,15402730.068,18878609.872,24415083.285,15027674.284,18569242.559,25377127.122,24117972.618,23280460.549,26382007.855,25725947.899,24133910.231,27741796.67
"G-77 (Group of 77)",2232009.338,2125888.677,2756851.853,2315317.946,2513519.374,3972037.833,3890388.446,4829280.123,6505792.836,10606232.251,14458791.854,19213380,26836855.113,34238118.231,26235940.986,35046337.447,49056606.891,51063099.326,53935377.107,65187972.862,65944871.374,57582813.06,65851571.194
"G8 (Group of Eight)",2637256.45,2173825.63,2558383.035,2592647.147,2738689.646,4258628.256,3741292.57,4443286.839,6181559.021,8898786.65,12728248.127,16199146.045,20328451.146,26425972.223,16162473.376,20478202.078,28099149.332,26899011.264,26113145.727,29316540.745,27818789.547,26304389.203,30367577.571
"GCC (The Cooperation Council for the Arab States of the Gulf)",148089.646,173893.03,194900.331,187335.191,201865.904,300647.181,358679.452,543299.696,807103.2510000001,1103140.498,1286399.315,1653095.826,2705470.5,3856656.051,2605983.064,3028998.466,4442982.924,4437299.628,4629473.42,5234100.435,5376106.326,4450703.548,4979442.963000001
"GSTP (Global System of Trade Preferences among Developing Countries)",3435224.776,3144908.283,4003581.516,2722140.223,2872566.21,4151915.965,3561288.104,4259022.77,5668508.162,9882541.948999999,13312637.912,17250960.414,23916722.616,29521011.284,21850754.893,30759171.958,43272688.258,44867374.302,47938831.991,58645488.616,59024445.836,54570587.164,60694534.759
"IGAD (Intergovernmental Authority on Development)",13069.621,18297.528,30585.696,210839.861,44468.164,48302.772,78338.82799999999,96406.55499999999,155785.49,244387.845,399718.506,390886.878,378735.111,510401.343,535538.115,561907.682,607880.5,639754.14,946834.303,1260058.772,1637132.923,1398370.89,1772882.608
"LAIA (Latin American Integration Association)",164824.675,190692.82,231657.258,267194.749,241001.469,408750.623,470646.561,543259.091,782294.717,1370198.879,1967454.85,2412553.707,3809686.523,5359324.177,3649299.813,5612007.229,8789626.697000001,9358146.82,10568398.584,11853827.189,11613777.408,9500703.312000001,10310600.792
"LAS (League of Arab States)",263640.042,303748.103,334163.769,527795.86,407193.979,847019.13,749021.725,1051669.26,1273191.147,1835652.32,2512277.998,3099081.329,4564507.321000001,6903671.612,6012310.552,6267991.678,7385190.603,7716100.785,8266392.986,11125977.428,10695479.966,9645347.895,10676772.305
"MERCOSUR (Southern Common Market)",85594.356,97755.647,106239.911,111248.753,90495.64599999999,125514.246,132622.421,154104.967,261480.843,517987.886,654591.585,946030.192,1712967.615,2266608.684,1528132.194,2514387.827,4243883.052,4524073.118,5463433.276,5953252.734,5391658.539,3947987.799,4470048.049
"MRU (Mano River Union)",7770.663,11812.865,6168.237,5306.172,4986.812,5066.093,7319.379,8407.303,5921.336,14042.693,23948.331,35578.28,48182.318,85743.37699999999,45617.01,63669.726,77658.2,99528.216,137987.384,224573.815,236989.829,197656.596,212629.274
"MSG (Melanesian Spearhead Group)",5413.547,5968.192,5255.04,2611.023,2878.327,3133.525,3559.039,5122.636,7816.418,9906.198,9760.799999999999,12922.666,16464.847,19351.05,36678.525,39664.799,53211.334,69412.298,74014.303,64056.184,60774.568,62594.666,75131.53599999999
"NAFTA (North American Free Trade Agreement)",651699.431,689921.52,921386.272,1140177.098,1187617.602,2055483.617,1748261.463,2227058.558,3054040.257,4645707.687,7252095.006,9082757.619000001,10469420.576,13689867.829,8386114.245,9712469.614,12378845.913,13194831.738,13218552.941,15963535.894,16573451.336,14675167.841,16765686.517
"OAS (Organization of American States)",813457.99,855838.405,1123211.242,1380688.147,1414565.638,2358765.041,2124684.65,2628288.484,3669459.211,5720134.733,8753913.426999999,11262942.163,13903125.459,18543943.926,11635460.163,14762545.579,20451268,21525077.841,22844889.045,26724422.677,26891237.715,23051289.638,25968999.587
"OECD (Organisation for Economic Cooperation and Development)",5010625.079,4244962.254,5018190.769,4309987.109,4479318.008,6611097.221,5814057.262,6823301.503,9414308.846999999,14160085.95,19324089.019,23654643.007,31570882.999,39340215.909,24553533.306,31882981.576,42621445.335,41770307.413,41682511.247,46867719.693,45905569.997,43568066.447,49927113.186
"OECS (Organisation of Eastern Caribbean States)",423.431,398.884,364.895,663.936,377.434,774.0220000000001,784.793,706.822,1217.131,1799.218,3870.89,11373.262,11997.759,6503.568,2754.027,4223.651,3110.939,7113.911,3581.299,5815.928,4663.651,5219.708,5830.035
"OIC (Organisation of Islamic Cooperation)",1061633.743,1097092.904,1539721.011,1397534.06,1468076.548,1997321.112,1840156.558,2299150.993,2953154.655,4614914.545,6572365.58,8423933.718,11472802.604,16646944.681,14044866.223,15600987.704,20624490.466,22688235.58,23873795.57,28829780.012,28265712.449,26521916.972,30065838.937
"OPEC (Organization of the Petroleum Exporting Countries)",258383.566,277099.885,580359.689,425932.446,458307.617,864498.916,804089.742,1062496.569,1285650.082,1794583.785,2457026.39,3237710.143,4759038.907,7311831.367,6265462.71,6732764.26,8742241.505999999,8738096.918,10175795.128,13017861.032,11509224.177,10001371.711,11872405.795
"SAARC (South Asian Association for Regional Cooperation)",283762.822,327735.729,346118.558,352607.245,461641.882,525292.365,427973.167,563517.617,876635.814,1186014.452,1921221.07,2978050.056,4304256.72,5250355.157,3744911.933,6657092.805,9899508.710999999,9074297.744999999,8559696.721000001,11384530.115,13004550.969,10442396.842,11068690.787
"SACU (Southern African Customs Union)",79575.726,80289.785,84030.217,76234.72100000001,75315.938,57959.367,68648.527,88575.17600000001,122036.978,212158.825,281842.807,334939.891,495888.035,637710.561,504069.338,651270.086,980412.178,1024465.497,1026297.124,1245390.937,1517704.132,918181.655,1120696.318
"SADC (Southern African Development Community)",100783.571,97638.219,109576.521,102349.844,99245.35799999999,87271.79399999999,106233.665,125149.039,179341.614,299805.025,395057.922,481732.905,787814.275,1170478.385,975632.108,1156903.42,1770250.104,2008707.078,2183315.209,2443722.324,2581241.658,1709146.238,2055004.453
"TPP (Trans-Pacific Partnership)",1946657.739,1557443.202,1756406.799,1395527.819,1530749.35,2260792.866,2260507.717,2806141.863,3935729.925,6218308.729,8102517.299,9982777.952,13212023.474,16679205.86,11195173.047,15381940.08,21932589.797,22892684.93,22616078.881,25156063.147,25373389.783,23737790.8,26877228.876
"UNASUR (Union of South American Nations)",127690.654,134481.736,150749.825,166079.104,146067.453,211684.257,239835.362,278026.533,478192.397,863901.586,1099080.653,1628599.903,2801153.876,4052907.237,2693691.41,4182406.363,7056273.658,7329021.483,8482758.961999999,9273783.470000001,8663107.982000001,6826563.357,7529371.828
"WAEMU (West African Economic and Monetary Union)",27088.063,29460.718,21961.073,40601.165,37948.195,62827.162,87881.74400000001,45331.746,56956.658,101022.765,103029.348,142715.989,177276.031,282414.486,271401.599,318843.361,347755.277,343327.584,424530.072,555491.17,504460.486,430046.6,522901.256
"Northern America and Europe",1865459.163,1736813.193,2153964.274,2496556.168,2663027.657,4030981.026,3582473.45,4348368.389,6035489.159,8802025.573000001,12839318.755,16349252.16,21907246.126,27785629.646,16983191.685,20935919.023,27266673.849,26964838.159,27250238.486,30404437.893,29105026.955,28162308.002,32842369.641
"Central Asia and Southern Asia",352681.316,404423.875,443486.454,515095.654,611096.187,675104.233,580444.058,835084.536,1268303.094,1782557.311,2781371.65,4068725.86,5786528.849,8324380.673,6691768.606,8977786.104,12923531.516,12568308.182,12259729.278,14812286.468,15488841.946,12870559.489,14131522.503
"Eastern Asia and South-eastern Asia",7069805.952,5708623.343,6436556.99,4442973.14,4724189.629,6862573.954,5843142.023,6521086.852,8488541.699999999,14208656.256,17258236.91,21174975.952,26707496.755,30089596.715,20710010.204,28946668.067,38968258.363,39266882.584,39516775.4,44361974.505,43056443.54,40828750.915,47562576.792
"Western Asia and Northern Africa",468009.162,448155.039,457388.81,662049.513,547196.3270000001,1001605.789,868343.704,1188829.147,1484364.742,2233928.632,3135211.086,4056292.392,6102985.636,8540422.052999999,6966641.874,7731122.231,9630721.328,9898129.710999999,10575027.377,13694758.59,13462341.309,12005823.183,13160765.087
"Africa",243945.714,264265.784,559723.719,546438.155,380701.704,365897.401,487278.212,466510.29,701468.503,1066362.773,1628206.613,2150425.004,2973909.761,4857775.865,4992972.544,4942629.671,5765444.449,6780507.865,7791366.706,9099395.495999999,9049155.006999999,8115438.376,9464757.505000001
"America",814131.773,856667.1310000001,1123674.596,1381082.955,1416749.178,2362171.804,2127320.525,2631668.607,3677388.417,5738536.689,8793641.675000001,11290193.856,13931053.228,18567161.393,11660297.176,14800447.01,20487265.438,21585397.28,22899641.162,26765218.073,26909431.572,23054798.904,25977475.254
"Asia",7810860.53,6475182.374,7253326.692,5341468.157,5752064.268,8418050.677999999,7167786.781,8384248.556,10978591.939,17792891.64,22470044.346,28378854.582,37336903.769,44684259.978,31764248.815,43395127.055,59607757.559,59542151.529,60028915.893,70188803.899,69323223.75300001,62745228.499,71954001.941
"Europe",1233517.882,1091502.308,1292991.464,1437845.928,1528464.769,2133701.293,1991072.594,2338835.327,3239207.222,4573822.743,6296461.532,7872760.821000001,12256624.777,15114880.255,9364206.317,12318647.826,16295532.671,15502634.594,15782983.527,16646762.682,15083233.612,15815204.466,18544867.024
"Oceania",90925.89,91317.724,102633.031,111276.033,132315.597,175256.327,232779.217,300207.562,415379.669,639238.143,803277.848,806684.574,1322043.878,1923594.064,1609455.027,2161276.252,2651084.177,3391846.841,3423229.307,3416472.611,3140394.43,2876433.701,3307950.277
